Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
15,"[696, 294]","[807, 359]",15,"[751.5, 359]","[751.5, 294]","[696, 326.5]","[807, 326.5]","[20, 20]","[16, 16]","[-1, 0]","[14, 14]"
16,"[844, 304]","[906, 362]",16,"[875.0, 362]","[875.0, 304]","[844, 333.0]","[906, 333.0]","[-1, 0]","[-1, 0]","[-1, 0]","[15, 15]"
17,"[305, 369]","[440, 431]",17,"[372.5, 431]","[372.5, 369]","[305, 400.0]","[440, 400.0]","[24, 24]","[18, 18]","[-1, 0]","[-1, 0]"
18,"[462, 373]","[628, 438]",18,"[545.0, 438]","[545.0, 373]","[462, 405.5]","[628, 405.5]","[25, 25]","[19, 19]","[-1, 0]","[17, 17]"
19,"[650, 373]","[699, 441]",19,"[674.5, 441]","[674.5, 373]","[650, 407.0]","[699, 407.0]","[26, 26]","[20, 20]","[-1, 0]","[18, 18]"
20,"[718, 376]","[766, 451]",20,"[742.0, 451]","[742.0, 376]","[718, 413.5]","[766, 413.5]","[27, 27]","[21, 21]","[15, 15]","[19, 19]"
21,"[788, 383]","[831, 451]",21,"[809.5, 451]","[809.5, 383]","[788, 417.0]","[831, 417.0]","[27, 27]","[22, 22]","[-1, 0]","[20, 20]"
22,"[853, 379]","[1078, 455]",22,"[965.5, 455]","[965.5, 379]","[853, 417.0]","[1078, 417.0]","[29, 29]","[23, 23]","[-1, 0]","[21, 21]"
23,"[1100, 373]","[1146, 438]",23,"[1123.0, 438]","[1123.0, 373]","[1100, 405.5]","[1146, 405.5]","[30, 30]","[-1, 0]","[39, 39]","[22, 22]"
24,"[305, 455]","[408, 520]",24,"[356.5, 520]","[356.5, 455]","[305, 487.5]","[408, 487.5]","[32, 32]","[25, 25]","[17, 17]","[-1, 0]"
25,"[433, 458]","[621, 523]",25,"[527.0, 523]","[527.0, 458]","[433, 490.5]","[621, 490.5]","[33, 33]","[26, 26]","[18, 18]","[24, 24]"
26,"[648, 458]","[711, 516]",26,"[679.5, 516]","[679.5, 458]","[648, 487.0]","[711, 487.0]","[-1, 0]","[27, 27]","[19, 19]","[25, 25]"
27,"[732, 458]","[829, 526]",27,"[780.5, 526]","[780.5, 458]","[732, 492.0]","[829, 492.0]","[34, 34]","[28, 28]","[21, 21]","[26, 26]"
28,"[851, 461]","[935, 516]",28,"[893.0, 516]","[893.0, 461]","[851, 488.5]","[935, 488.5]","[35, 35]","[29, 29]","[-1, 0]","[27, 27]"
29,"[957, 468]","[1020, 526]",29,"[988.5, 526]","[988.5, 468]","[957, 497.0]","[1020, 497.0]","[-1, 0]","[30, 30]","[22, 22]","[28, 28]"
30,"[1042, 461]","[1124, 533]",30,"[1083.0, 533]","[1083.0, 461]","[1042, 497.0]","[1124, 497.0]","[36, 36]","[31, 31]","[23, 23]","[29, 29]"
31,"[1143, 461]","[1189, 537]",31,"[1166.0, 537]","[1166.0, 461]","[1143, 499.0]","[1189, 499.0]","[37, 37]","[-1, 0]","[-1, 0]","[30, 30]"
32,"[312, 537]","[440, 602]",32,"[376.0, 602]","[376.0, 537]","[312, 569.5]","[440, 569.5]","[87, 87]","[33, 33]","[24, 24]","[-1, 0]"
33,"[481, 537]","[619, 602]",33,"[550.0, 602]","[550.0, 537]","[481, 569.5]","[619, 569.5]","[-1, 0]","[34, 34]","[25, 25]","[32, 32]"
34,"[660, 540]","[836, 605]",34,"[748.0, 605]","[748.0, 540]","[660, 572.5]","[836, 572.5]","[-1, 0]","[35, 35]","[27, 27]","[33, 33]"
35,"[851, 537]","[943, 602]",35,"[897.0, 602]","[897.0, 537]","[851, 569.5]","[943, 569.5]","[-1, 0]","[36, 36]","[28, 28]","[34, 34]"
36,"[981, 543]","[1107, 602]",36,"[1044.0, 602]","[1044.0, 543]","[981, 572.5]","[1107, 572.5]","[-1, 0]","[37, 37]","[30, 30]","[35, 35]"
37,"[1134, 540]","[1194, 598]",37,"[1164.0, 598]","[1164.0, 540]","[1134, 569.0]","[1194, 569.0]","[-1, 0]","[-1, 0]","[31, 31]","[36, 36]"
38,"[1032, 308]","[1071, 359]",38,"[1051.5, 359]","[1051.5, 308]","[1032, 333.5]","[1071, 333.5]","[-1, 0]","[39, 39]","[-1, 0]","[-1, 0]"
39,"[1107, 297]","[1189, 352]",39,"[1148.0, 352]","[1148.0, 297]","[1107, 324.5]","[1189, 324.5]","[23, 23]","[-1, 0]","[-1, 0]","[38, 38]"
40,"[1385, 304]","[1462, 355]",40,"[1423.5, 355]","[1423.5, 304]","[1385, 329.5]","[1462, 329.5]","[50, 50]","[41, 41]","[-1, 0]","[-1, 0]"
41,"[1477, 291]","[1520, 359]",41,"[1498.5, 359]","[1498.5, 291]","[1477, 325.0]","[1520, 325.0]","[50, 50]","[42, 42]","[-1, 0]","[40, 40]"
42,"[1535, 291]","[1581, 355]",42,"[1558.0, 355]","[1558.0, 291]","[1535, 323.0]","[1581, 323.0]","[-1, 0]","[43, 43]","[-1, 0]","[41, 41]"
43,"[1593, 291]","[1704, 359]",43,"[1648.5, 359]","[1648.5, 291]","[1593, 325.0]","[1704, 325.0]","[51, 51]","[44, 44]","[-1, 0]","[42, 42]"
44,"[1723, 304]","[1757, 362]",44,"[1740.0, 362]","[1740.0, 304]","[1723, 333.0]","[1757, 333.0]","[52, 52]","[45, 45]","[-1, 0]","[43, 43]"
45,"[1781, 291]","[1900, 359]",45,"[1840.5, 359]","[1840.5, 291]","[1781, 325.0]","[1900, 325.0]","[53, 53]","[46, 46]","[-1, 0]","[44, 44]"
46,"[1917, 291]","[2011, 355]",46,"[1964.0, 355]","[1964.0, 291]","[1917, 323.0]","[2011, 323.0]","[54, 54]","[47, 47]","[-1, 0]","[45, 45]"
47,"[2025, 304]","[2098, 359]",47,"[2061.5, 359]","[2061.5, 304]","[2025, 331.5]","[2098, 331.5]","[55, 55]","[48, 48]","[-1, 0]","[46, 46]"
48,"[2115, 291]","[2202, 355]",48,"[2158.5, 355]","[2158.5, 291]","[2115, 323.0]","[2202, 323.0]","[-1, 0]","[49, 49]","[-1, 0]","[47, 47]"
49,"[2224, 291]","[2277, 352]",49,"[2250.5, 352]","[2250.5, 291]","[2224, 321.5]","[2277, 321.5]","[57, 57]","[-1, 0]","[-1, 0]","[48, 48]"
50,"[1385, 369]","[1544, 444]",50,"[1464.5, 444]","[1464.5, 369]","[1385, 406.5]","[1544, 406.5]","[80, 80]","[51, 51]","[41, 41]","[-1, 0]"
51,"[1564, 373]","[1658, 438]",51,"[1611.0, 438]","[1611.0, 373]","[1564, 405.5]","[1658, 405.5]","[82, 82]","[52, 52]","[43, 43]","[50, 50]"
52,"[1680, 373]","[1772, 438]",52,"[1726.0, 438]","[1726.0, 373]","[1680, 405.5]","[1772, 405.5]","[83, 83]","[53, 53]","[44, 44]","[51, 51]"
53,"[1796, 373]","[1888, 438]",53,"[1842.0, 438]","[1842.0, 373]","[1796, 405.5]","[1888, 405.5]","[84, 84]","[54, 54]","[45, 45]","[52, 52]"
54,"[1912, 376]","[1975, 434]",54,"[1943.5, 434]","[1943.5, 376]","[1912, 405.0]","[1975, 405.0]","[-1, 0]","[55, 55]","[46, 46]","[53, 53]"
55,"[2001, 390]","[2158, 431]",55,"[2079.5, 431]","[2079.5, 390]","[2001, 410.5]","[2158, 410.5]","[-1, 0]","[56, 56]","[47, 47]","[54, 54]"
56,"[2185, 376]","[2219, 441]",56,"[2202.0, 441]","[2202.0, 376]","[2185, 408.5]","[2219, 408.5]","[86, 86]","[57, 57]","[-1, 0]","[55, 55]"
57,"[2253, 390]","[2277, 431]",57,"[2265.0, 431]","[2265.0, 390]","[2253, 410.5]","[2277, 410.5]","[-1, 0]","[-1, 0]","[49, 49]","[56, 56]"
58,"[1387, 537]","[1448, 598]",58,"[1417.5, 598]","[1417.5, 537]","[1387, 567.5]","[1448, 567.5]","[67, 67]","[59, 59]","[80, 80]","[-1, 0]"
59,"[1453, 537]","[1535, 608]",59,"[1494.0, 608]","[1494.0, 537]","[1453, 572.5]","[1535, 572.5]","[-1, 0]","[60, 60]","[81, 81]","[58, 58]"
60,"[1542, 533]","[1586, 598]",60,"[1564.0, 598]","[1564.0, 533]","[1542, 565.5]","[1586, 565.5]","[68, 68]","[61, 61]","[-1, 0]","[59, 59]"
61,"[1590, 540]","[1673, 602]",61,"[1631.5, 602]","[1631.5, 540]","[1590, 571.0]","[1673, 571.0]","[-1, 0]","[62, 62]","[82, 82]","[60, 60]"
62,"[1677, 540]","[1745, 598]",62,"[1711.0, 598]","[1711.0, 540]","[1677, 569.0]","[1745, 569.0]","[69, 69]","[63, 63]","[83, 83]","[61, 61]"
63,"[1755, 537]","[1873, 602]",63,"[1814.0, 602]","[1814.0, 537]","[1755, 569.5]","[1873, 569.5]","[70, 70]","[64, 64]","[-1, 0]","[62, 62]"
64,"[1880, 533]","[1975, 598]",64,"[1927.5, 598]","[1927.5, 533]","[1880, 565.5]","[1975, 565.5]","[71, 71]","[65, 65]","[-1, 0]","[63, 63]"
65,"[1984, 547]","[2054, 602]",65,"[2019.0, 602]","[2019.0, 547]","[1984, 574.5]","[2054, 574.5]","[72, 72]","[66, 66]","[85, 85]","[64, 64]"
66,"[2064, 533]","[2270, 595]",66,"[2167.0, 595]","[2167.0, 533]","[2064, 564.0]","[2270, 564.0]","[-1, 0]","[-1, 0]","[86, 86]","[65, 65]"
67,"[1385, 608]","[1484, 687]",67,"[1434.5, 687]","[1434.5, 608]","[1385, 647.5]","[1484, 647.5]","[75, 75]","[68, 68]","[58, 58]","[-1, 0]"
68,"[1499, 612]","[1600, 677]",68,"[1549.5, 677]","[1549.5, 612]","[1499, 644.5]","[1600, 644.5]","[-1, 0]","[69, 69]","[60, 60]","[67, 67]"
69,"[1624, 619]","[1760, 684]",69,"[1692.0, 684]","[1692.0, 619]","[1624, 651.5]","[1760, 651.5]","[-1, 0]","[70, 70]","[62, 62]","[68, 68]"
70,"[1779, 615]","[1871, 680]",70,"[1825.0, 680]","[1825.0, 615]","[1779, 647.5]","[1871, 647.5]","[78, 78]","[71, 71]","[63, 63]","[69, 69]"
71,"[1888, 622]","[1958, 694]",71,"[1923.0, 694]","[1923.0, 622]","[1888, 658.0]","[1958, 658.0]","[79, 79]","[72, 72]","[64, 64]","[70, 70]"
72,"[1977, 615]","[2038, 677]",72,"[2007.5, 677]","[2007.5, 615]","[1977, 646.0]","[2038, 646.0]","[-1, 0]","[73, 73]","[65, 65]","[71, 71]"
73,"[2064, 619]","[2183, 673]",73,"[2123.5, 673]","[2123.5, 619]","[2064, 646.0]","[2183, 646.0]","[-1, 0]","[74, 74]","[-1, 0]","[72, 72]"
74,"[2209, 605]","[2279, 677]",74,"[2244.0, 677]","[2244.0, 605]","[2209, 641.0]","[2279, 641.0]","[-1, 0]","[-1, 0]","[-1, 0]","[73, 73]"
75,"[1397, 697]","[1537, 759]",75,"[1467.0, 759]","[1467.0, 697]","[1397, 728.0]","[1537, 728.0]","[-1, 0]","[76, 76]","[67, 67]","[-1, 0]"
76,"[1559, 714]","[1716, 766]",76,"[1637.5, 766]","[1637.5, 714]","[1559, 740.0]","[1716, 740.0]","[-1, 0]","[77, 77]","[-1, 0]","[75, 75]"
77,"[1735, 697]","[1781, 762]",77,"[1758.0, 762]","[1758.0, 697]","[1735, 729.5]","[1781, 729.5]","[-1, 0]","[78, 78]","[-1, 0]","[76, 76]"
78,"[1796, 694]","[1873, 769]",78,"[1834.5, 769]","[1834.5, 694]","[1796, 731.5]","[1873, 731.5]","[-1, 0]","[79, 79]","[70, 70]","[77, 77]"
79,"[1885, 694]","[1929, 762]",79,"[1907.0, 762]","[1907.0, 694]","[1885, 728.0]","[1929, 728.0]","[-1, 0]","[-1, 0]","[71, 71]","[78, 78]"
80,"[1387, 455]","[1457, 533]",80,"[1422.0, 533]","[1422.0, 455]","[1387, 494.0]","[1457, 494.0]","[58, 58]","[81, 81]","[50, 50]","[-1, 0]"
81,"[1465, 468]","[1564, 533]",81,"[1514.5, 533]","[1514.5, 468]","[1465, 500.5]","[1564, 500.5]","[59, 59]","[82, 82]","[-1, 0]","[80, 80]"
82,"[1578, 472]","[1653, 513]",82,"[1615.5, 513]","[1615.5, 472]","[1578, 492.5]","[1653, 492.5]","[61, 61]","[83, 83]","[51, 51]","[81, 81]"
83,"[1668, 458]","[1699, 526]",83,"[1683.5, 526]","[1683.5, 458]","[1668, 492.0]","[1699, 492.0]","[62, 62]","[-1, 0]","[52, 52]","[82, 82]"
84,"[1801, 455]","[1934, 516]",84,"[1867.5, 516]","[1867.5, 455]","[1801, 485.5]","[1934, 485.5]","[-1, 0]","[85, 85]","[53, 53]","[-1, 0]"
85,"[1948, 472]","[2098, 513]",85,"[2023.0, 513]","[2023.0, 472]","[1948, 492.5]","[2098, 492.5]","[65, 65]","[86, 86]","[-1, 0]","[84, 84]"
86,"[2110, 455]","[2272, 516]",86,"[2191.0, 516]","[2191.0, 455]","[2110, 485.5]","[2272, 485.5]","[66, 66]","[-1, 0]","[56, 56]","[85, 85]"
87,"[307, 615]","[457, 677]",87,"[382.0, 677]","[382.0, 615]","[307, 646.0]","[457, 646.0]","[-1, 0]","[-1, 0]","[32, 32]","[-1, 0]"
88,"[411, 793]","[556, 854]",88,"[483.5, 854]","[483.5, 793]","[411, 823.5]","[556, 823.5]","[-1, 0]","[89, 89]","[-1, 0]","[-1, 0]"
89,"[580, 796]","[633, 861]",89,"[606.5, 861]","[606.5, 796]","[580, 828.5]","[633, 828.5]","[96, 96]","[90, 90]","[-1, 0]","[88, 88]"
90,"[662, 796]","[822, 872]",90,"[742.0, 872]","[742.0, 796]","[662, 834.0]","[822, 834.0]","[97, 97]","[91, 91]","[-1, 0]","[89, 89]"
91,"[848, 796]","[894, 861]",91,"[871.0, 861]","[871.0, 796]","[848, 828.5]","[894, 828.5]","[98, 98]","[92, 92]","[-1, 0]","[90, 90]"
92,"[909, 796]","[1010, 875]",92,"[959.5, 875]","[959.5, 796]","[909, 835.5]","[1010, 835.5]","[99, 99]","[93, 93]","[-1, 0]","[91, 91]"
93,"[1030, 800]","[1076, 865]",93,"[1053.0, 865]","[1053.0, 800]","[1030, 832.5]","[1076, 832.5]","[-1, 0]","[94, 94]","[-1, 0]","[92, 92]"
94,"[1097, 813]","[1196, 865]",94,"[1146.5, 865]","[1146.5, 813]","[1097, 839.0]","[1196, 839.0]","[100, 100]","[-1, 0]","[-1, 0]","[93, 93]"
95,"[314, 875]","[498, 926]",95,"[406.0, 926]","[406.0, 875]","[314, 900.5]","[498, 900.5]","[101, 101]","[96, 96]","[-1, 0]","[-1, 0]"
96,"[539, 892]","[631, 933]",96,"[585.0, 933]","[585.0, 892]","[539, 912.5]","[631, 912.5]","[102, 102]","[97, 97]","[89, 89]","[95, 95]"
97,"[670, 878]","[827, 943]",97,"[748.5, 943]","[748.5, 878]","[670, 910.5]","[827, 910.5]","[104, 104]","[98, 98]","[90, 90]","[96, 96]"
98,"[868, 878]","[914, 940]",98,"[891.0, 940]","[891.0, 878]","[868, 909.0]","[914, 909.0]","[105, 105]","[99, 99]","[91, 91]","[97, 97]"
99,"[947, 875]","[1015, 947]",99,"[981.0, 947]","[981.0, 875]","[947, 911.0]","[1015, 911.0]","[106, 106]","[100, 100]","[92, 92]","[98, 98]"
100,"[1047, 878]","[1196, 954]",100,"[1121.5, 954]","[1121.5, 878]","[1047, 916.0]","[1196, 916.0]","[107, 107]","[-1, 0]","[94, 94]","[99, 99]"
101,"[324, 954]","[541, 1029]",101,"[432.5, 1029]","[432.5, 954]","[324, 991.5]","[541, 991.5]","[108, 108]","[102, 102]","[95, 95]","[-1, 0]"
102,"[580, 954]","[626, 1029]",102,"[603.0, 1029]","[603.0, 954]","[580, 991.5]","[626, 991.5]","[110, 110]","[103, 103]","[96, 96]","[101, 101]"
103,"[648, 954]","[728, 1025]",103,"[688.0, 1025]","[688.0, 954]","[648, 989.5]","[728, 989.5]","[-1, 0]","[104, 104]","[-1, 0]","[102, 102]"
104,"[757, 954]","[802, 1022]",104,"[779.5, 1022]","[779.5, 954]","[757, 988.0]","[802, 988.0]","[111, 111]","[105, 105]","[97, 97]","[103, 103]"
105,"[831, 964]","[950, 1032]",105,"[890.5, 1032]","[890.5, 964]","[831, 998.0]","[950, 998.0]","[112, 112]","[106, 106]","[98, 98]","[104, 104]"
106,"[981, 957]","[1047, 1029]",106,"[1014.0, 1029]","[1014.0, 957]","[981, 993.0]","[1047, 993.0]","[113, 113]","[107, 107]","[99, 99]","[105, 105]"
107,"[1076, 974]","[1194, 1029]",107,"[1135.0, 1029]","[1135.0, 974]","[1076, 1001.5]","[1194, 1001.5]","[115, 115]","[-1, 0]","[100, 100]","[106, 106]"
108,"[309, 1029]","[464, 1118]",108,"[386.5, 1118]","[386.5, 1029]","[309, 1073.5]","[464, 1073.5]","[116, 116]","[109, 109]","[101, 101]","[-1, 0]"
109,"[486, 1032]","[532, 1104]",109,"[509.0, 1104]","[509.0, 1032]","[486, 1068.0]","[532, 1068.0]","[118, 118]","[110, 110]","[-1, 0]","[108, 108]"
110,"[551, 1032]","[672, 1111]",110,"[611.5, 1111]","[611.5, 1032]","[551, 1071.5]","[672, 1071.5]","[-1, 0]","[111, 111]","[102, 102]","[109, 109]"
111,"[694, 1036]","[783, 1107]",111,"[738.5, 1107]","[738.5, 1036]","[694, 1071.5]","[783, 1071.5]","[-1, 0]","[112, 112]","[104, 104]","[110, 110]"
112,"[800, 1039]","[928, 1118]",112,"[864.0, 1118]","[864.0, 1039]","[800, 1078.5]","[928, 1078.5]","[-1, 0]","[113, 113]","[105, 105]","[111, 111]"
113,"[940, 1032]","[1027, 1118]",113,"[983.5, 1118]","[983.5, 1032]","[940, 1075.0]","[1027, 1075.0]","[121, 121]","[114, 114]","[106, 106]","[112, 112]"
114,"[1047, 1039]","[1136, 1111]",114,"[1091.5, 1111]","[1091.5, 1039]","[1047, 1075.0]","[1136, 1075.0]","[122, 122]","[115, 115]","[107, 107]","[113, 113]"
115,"[1160, 1039]","[1194, 1101]",115,"[1177.0, 1101]","[1177.0, 1039]","[1160, 1070.0]","[1194, 1070.0]","[123, 123]","[-1, 0]","[107, 107]","[114, 114]"
116,"[309, 1114]","[384, 1183]",116,"[346.5, 1183]","[346.5, 1114]","[309, 1148.5]","[384, 1148.5]","[124, 124]","[117, 117]","[108, 108]","[-1, 0]"
117,"[404, 1107]","[500, 1193]",117,"[452.0, 1193]","[452.0, 1107]","[404, 1150.0]","[500, 1150.0]","[125, 125]","[118, 118]","[-1, 0]","[116, 116]"
118,"[522, 1111]","[587, 1193]",118,"[554.5, 1193]","[554.5, 1111]","[522, 1152.0]","[587, 1152.0]","[126, 126]","[119, 119]","[109, 109]","[117, 117]"
119,"[607, 1111]","[718, 1193]",119,"[662.5, 1193]","[662.5, 1111]","[607, 1152.0]","[718, 1152.0]","[127, 127]","[120, 120]","[-1, 0]","[118, 118]"
120,"[737, 1118]","[887, 1193]",120,"[812.0, 1193]","[812.0, 1118]","[737, 1155.5]","[887, 1155.5]","[129, 129]","[121, 121]","[-1, 0]","[119, 119]"
121,"[914, 1121]","[996, 1193]",121,"[955.0, 1193]","[955.0, 1121]","[914, 1157.0]","[996, 1157.0]","[130, 130]","[122, 122]","[113, 113]","[120, 120]"
122,"[1025, 1121]","[1080, 1186]",122,"[1052.5, 1186]","[1052.5, 1121]","[1025, 1153.5]","[1080, 1153.5]","[-1, 0]","[123, 123]","[114, 114]","[121, 121]"
123,"[1105, 1114]","[1201, 1196]",123,"[1153.0, 1196]","[1153.0, 1114]","[1105, 1155.0]","[1201, 1155.0]","[-1, 0]","[-1, 0]","[115, 115]","[122, 122]"
124,"[312, 1193]","[430, 1261]",124,"[371.0, 1261]","[371.0, 1193]","[312, 1227.0]","[430, 1227.0]","[-1, 0]","[125, 125]","[116, 116]","[-1, 0]"
125,"[440, 1196]","[524, 1265]",125,"[482.0, 1265]","[482.0, 1196]","[440, 1230.5]","[524, 1230.5]","[-1, 0]","[126, 126]","[117, 117]","[124, 124]"
126,"[532, 1189]","[621, 1271]",126,"[576.5, 1271]","[576.5, 1189]","[532, 1230.0]","[621, 1230.0]","[-1, 0]","[127, 127]","[118, 118]","[125, 125]"
127,"[631, 1210]","[701, 1268]",127,"[666.0, 1268]","[666.0, 1210]","[631, 1239.0]","[701, 1239.0]","[-1, 0]","[128, 128]","[119, 119]","[126, 126]"
128,"[713, 1196]","[757, 1261]",128,"[735.0, 1261]","[735.0, 1196]","[713, 1228.5]","[757, 1228.5]","[-1, 0]","[129, 129]","[-1, 0]","[127, 127]"
129,"[764, 1196]","[909, 1271]",129,"[836.5, 1271]","[836.5, 1196]","[764, 1233.5]","[909, 1233.5]","[-1, 0]","[130, 130]","[120, 120]","[128, 128]"
130,"[918, 1203]","[955, 1278]",130,"[936.5, 1278]","[936.5, 1203]","[918, 1240.5]","[955, 1240.5]","[-1, 0]","[-1, 0]","[121, 121]","[129, 129]"
131,"[1494, 889]","[1622, 964]",131,"[1558.0, 964]","[1558.0, 889]","[1494, 926.5]","[1622, 926.5]","[139, 139]","[132, 132]","[-1, 0]","[-1, 0]"
132,"[1641, 889]","[1716, 957]",132,"[1678.5, 957]","[1678.5, 889]","[1641, 923.0]","[1716, 923.0]","[-1, 0]","[133, 133]","[-1, 0]","[131, 131]"
133,"[1738, 889]","[1827, 954]",133,"[1782.5, 954]","[1782.5, 889]","[1738, 921.5]","[1827, 921.5]","[-1, 0]","[134, 134]","[-1, 0]","[132, 132]"
134,"[1847, 889]","[1893, 954]",134,"[1870.0, 954]","[1870.0, 889]","[1847, 921.5]","[1893, 921.5]","[-1, 0]","[135, 135]","[-1, 0]","[133, 133]"
135,"[1914, 902]","[2021, 954]",135,"[1967.5, 954]","[1967.5, 902]","[1914, 928.0]","[2021, 928.0]","[141, 141]","[136, 136]","[-1, 0]","[134, 134]"
136,"[2045, 889]","[2209, 954]",136,"[2127.0, 954]","[2127.0, 889]","[2045, 921.5]","[2209, 921.5]","[-1, 0]","[137, 137]","[-1, 0]","[135, 135]"
137,"[2231, 889]","[2282, 950]",137,"[2256.5, 950]","[2256.5, 889]","[2231, 919.5]","[2282, 919.5]","[-1, 0]","[-1, 0]","[-1, 0]","[136, 136]"
138,"[1397, 967]","[1496, 1022]",138,"[1446.5, 1022]","[1446.5, 967]","[1397, 994.5]","[1496, 994.5]","[145, 145]","[139, 139]","[-1, 0]","[-1, 0]"
139,"[1528, 964]","[1573, 1025]",139,"[1550.5, 1025]","[1550.5, 964]","[1528, 994.5]","[1573, 994.5]","[146, 146]","[140, 140]","[131, 131]","[138, 138]"
140,"[1607, 967]","[1847, 1019]",140,"[1727.0, 1019]","[1727.0, 967]","[1607, 993.0]","[1847, 993.0]","[-1, 0]","[141, 141]","[-1, 0]","[139, 139]"
141,"[1883, 971]","[2011, 1022]",141,"[1947.0, 1022]","[1947.0, 971]","[1883, 996.5]","[2011, 996.5]","[150, 150]","[142, 142]","[135, 135]","[140, 140]"
142,"[2042, 967]","[2105, 1025]",142,"[2073.5, 1025]","[2073.5, 967]","[2042, 996.0]","[2105, 996.0]","[-1, 0]","[143, 143]","[-1, 0]","[141, 141]"
143,"[2134, 964]","[2274, 1025]",143,"[2204.0, 1025]","[2204.0, 964]","[2134, 994.5]","[2274, 994.5]","[195, 195]","[-1, 0]","[-1, 0]","[142, 142]"
144,"[1392, 1046]","[1453, 1104]",144,"[1422.5, 1104]","[1422.5, 1046]","[1392, 1075.0]","[1453, 1075.0]","[151, 151]","[145, 145]","[138, 138]","[-1, 0]"
145,"[1457, 1042]","[1511, 1118]",145,"[1484.0, 1118]","[1484.0, 1042]","[1457, 1080.0]","[1511, 1080.0]","[152, 152]","[146, 146]","[138, 138]","[144, 144]"
146,"[1523, 1049]","[1634, 1118]",146,"[1578.5, 1118]","[1578.5, 1049]","[1523, 1083.5]","[1634, 1083.5]","[153, 153]","[147, 147]","[139, 139]","[145, 145]"
147,"[1641, 1042]","[1682, 1121]",147,"[1661.5, 1121]","[1661.5, 1042]","[1641, 1081.5]","[1682, 1081.5]","[154, 154]","[148, 148]","[-1, 0]","[146, 146]"
148,"[1694, 1063]","[1839, 1101]",148,"[1766.5, 1101]","[1766.5, 1063]","[1694, 1082.0]","[1839, 1082.0]","[155, 155]","[149, 149]","[-1, 0]","[147, 147]"
149,"[1851, 1046]","[1931, 1118]",149,"[1891.0, 1118]","[1891.0, 1046]","[1851, 1082.0]","[1931, 1082.0]","[156, 156]","[150, 150]","[-1, 0]","[148, 148]"
150,"[1938, 1042]","[1980, 1125]",150,"[1959.0, 1125]","[1959.0, 1042]","[1938, 1083.5]","[1980, 1083.5]","[157, 157]","[-1, 0]","[141, 141]","[149, 149]"
