Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
88,"[684, 414]","[800, 479]",88,"[742.0, 479]","[742.0, 414]","[684, 446.5]","[800, 446.5]","[-1, 0]","[89, 89]","[68, 68]","[87, 87]"
89,"[802, 410]","[911, 475]",89,"[856.5, 475]","[856.5, 410]","[802, 442.5]","[911, 442.5]","[122, 122]","[-1, 0]","[69, 69]","[88, 88]"
90,"[952, 407]","[989, 482]",90,"[970.5, 482]","[970.5, 407]","[952, 444.5]","[989, 444.5]","[123, 123]","[91, 91]","[70, 70]","[-1, 0]"
91,"[989, 407]","[1121, 482]",91,"[1055.0, 482]","[1055.0, 407]","[989, 444.5]","[1121, 444.5]","[-1, 0]","[92, 92]","[71, 71]","[90, 90]"
92,"[1124, 410]","[1177, 475]",92,"[1150.5, 475]","[1150.5, 410]","[1124, 442.5]","[1177, 442.5]","[166, 166]","[93, 93]","[72, 72]","[91, 91]"
93,"[1187, 417]","[1366, 468]",93,"[1276.5, 468]","[1276.5, 417]","[1187, 442.5]","[1366, 442.5]","[-1, 0]","[94, 94]","[-1, 0]","[92, 92]"
94,"[1378, 417]","[1508, 468]",94,"[1443.0, 468]","[1443.0, 417]","[1378, 442.5]","[1508, 442.5]","[-1, 0]","[95, 95]","[-1, 0]","[93, 93]"
95,"[1515, 417]","[1561, 465]",95,"[1538.0, 465]","[1538.0, 417]","[1515, 441.0]","[1561, 441.0]","[-1, 0]","[96, 96]","[-1, 0]","[94, 94]"
96,"[1564, 407]","[1653, 475]",96,"[1608.5, 475]","[1608.5, 407]","[1564, 441.0]","[1653, 441.0]","[128, 128]","[-1, 0]","[75, 75]","[95, 95]"
97,"[1699, 414]","[2071, 475]",97,"[1885.0, 475]","[1885.0, 414]","[1699, 444.5]","[2071, 444.5]","[-1, 0]","[-1, 0]","[78, 78]","[-1, 0]"
98,"[213, 212]","[396, 263]",98,"[304.5, 263]","[304.5, 212]","[213, 237.5]","[396, 237.5]","[-1, 0]","[99, 99]","[-1, 0]","[-1, 0]"
99,"[404, 212]","[471, 253]",99,"[437.5, 253]","[437.5, 212]","[404, 232.5]","[471, 232.5]","[-1, 0]","[100, 100]","[31, 31]","[98, 98]"
100,"[479, 208]","[599, 260]",100,"[539.0, 260]","[539.0, 208]","[479, 234.0]","[599, 234.0]","[-1, 0]","[101, 101]","[-1, 0]","[99, 99]"
101,"[592, 212]","[638, 253]",101,"[615.0, 253]","[615.0, 212]","[592, 232.5]","[638, 232.5]","[10, 10]","[102, 102]","[-1, 0]","[100, 100]"
102,"[645, 212]","[802, 253]",102,"[723.5, 253]","[723.5, 212]","[645, 232.5]","[802, 232.5]","[-1, 0]","[-1, 0]","[-1, 0]","[101, 101]"
103,"[955, 208]","[1047, 260]",103,"[1001.0, 260]","[1001.0, 208]","[955, 234.0]","[1047, 234.0]","[12, 12]","[104, 104]","[34, 34]","[-1, 0]"
104,"[1066, 212]","[1208, 253]",104,"[1137.0, 253]","[1137.0, 212]","[1066, 232.5]","[1208, 232.5]","[13, 13]","[105, 105]","[35, 35]","[103, 103]"
105,"[1213, 212]","[1317, 263]",105,"[1265.0, 263]","[1265.0, 212]","[1213, 237.5]","[1317, 237.5]","[14, 14]","[106, 106]","[36, 36]","[104, 104]"
106,"[1322, 205]","[1387, 260]",106,"[1354.5, 260]","[1354.5, 205]","[1322, 232.5]","[1387, 232.5]","[-1, 0]","[107, 107]","[37, 37]","[105, 105]"
107,"[1385, 208]","[1648, 270]",107,"[1516.5, 270]","[1516.5, 208]","[1385, 239.0]","[1648, 239.0]","[-1, 0]","[-1, 0]","[38, 38]","[106, 106]"
108,"[1687, 198]","[1803, 277]",108,"[1745.0, 277]","[1745.0, 198]","[1687, 237.5]","[1803, 237.5]","[56, 56]","[109, 109]","[40, 40]","[-1, 0]"
109,"[1803, 208]","[1876, 267]",109,"[1839.5, 267]","[1839.5, 208]","[1803, 237.5]","[1876, 237.5]","[-1, 0]","[110, 110]","[41, 41]","[108, 108]"
110,"[1888, 219]","[1922, 250]",110,"[1905.0, 250]","[1905.0, 219]","[1888, 234.5]","[1922, 234.5]","[26, 26]","[-1, 0]","[-1, 0]","[109, 109]"
111,"[2009, 208]","[2091, 260]",111,"[2050.0, 260]","[2050.0, 208]","[2009, 234.0]","[2091, 234.0]","[28, 28]","[112, 112]","[-1, 0]","[-1, 0]"
112,"[2096, 212]","[2187, 263]",112,"[2141.5, 263]","[2141.5, 212]","[2096, 237.5]","[2187, 237.5]","[-1, 0]","[113, 113]","[42, 42]","[111, 111]"
113,"[2197, 215]","[2289, 267]",113,"[2243.0, 267]","[2243.0, 215]","[2197, 241.0]","[2289, 241.0]","[-1, 0]","[114, 114]","[-1, 0]","[112, 112]"
114,"[2296, 212]","[2388, 253]",114,"[2342.0, 253]","[2342.0, 212]","[2296, 232.5]","[2388, 232.5]","[30, 30]","[-1, 0]","[43, 43]","[113, 113]"
115,"[205, 461]","[314, 526]",115,"[259.5, 526]","[259.5, 461]","[205, 493.5]","[314, 493.5]","[158, 158]","[116, 116]","[84, 84]","[-1, 0]"
116,"[317, 468]","[413, 520]",116,"[365.0, 520]","[365.0, 468]","[317, 494.0]","[413, 494.0]","[159, 159]","[117, 117]","[85, 85]","[115, 115]"
117,"[421, 468]","[464, 513]",117,"[442.5, 513]","[442.5, 468]","[421, 490.5]","[464, 490.5]","[160, 160]","[118, 118]","[-1, 0]","[116, 116]"
118,"[466, 465]","[563, 516]",118,"[514.5, 516]","[514.5, 465]","[466, 490.5]","[563, 490.5]","[-1, 0]","[119, 119]","[86, 86]","[117, 117]"
119,"[575, 475]","[638, 516]",119,"[606.5, 516]","[606.5, 475]","[575, 495.5]","[638, 495.5]","[-1, 0]","[120, 120]","[87, 87]","[118, 118]"
120,"[660, 465]","[757, 516]",120,"[708.5, 516]","[708.5, 465]","[660, 490.5]","[757, 490.5]","[162, 162]","[121, 121]","[-1, 0]","[119, 119]"
121,"[766, 461]","[802, 520]",121,"[784.0, 520]","[784.0, 461]","[766, 490.5]","[802, 490.5]","[-1, 0]","[122, 122]","[-1, 0]","[120, 120]"
122,"[805, 448]","[906, 530]",122,"[855.5, 530]","[855.5, 448]","[805, 489.0]","[906, 489.0]","[164, 164]","[-1, 0]","[89, 89]","[121, 121]"
123,"[950, 465]","[1027, 520]",123,"[988.5, 520]","[988.5, 465]","[950, 492.5]","[1027, 492.5]","[-1, 0]","[124, 124]","[90, 90]","[-1, 0]"
124,"[1030, 455]","[1119, 523]",124,"[1074.5, 523]","[1074.5, 455]","[1030, 489.0]","[1119, 489.0]","[-1, 0]","[125, 125]","[-1, 0]","[123, 123]"
125,"[1121, 472]","[1250, 523]",125,"[1185.5, 523]","[1185.5, 472]","[1121, 497.5]","[1250, 497.5]","[-1, 0]","[126, 126]","[-1, 0]","[124, 124]"
126,"[1259, 468]","[1462, 520]",126,"[1360.5, 520]","[1360.5, 468]","[1259, 494.0]","[1462, 494.0]","[-1, 0]","[127, 127]","[-1, 0]","[125, 125]"
127,"[1470, 468]","[1540, 516]",127,"[1505.0, 516]","[1505.0, 468]","[1470, 492.0]","[1540, 492.0]","[-1, 0]","[128, 128]","[-1, 0]","[126, 126]"
128,"[1540, 451]","[1646, 520]",128,"[1593.0, 520]","[1593.0, 451]","[1540, 485.5]","[1646, 485.5]","[-1, 0]","[-1, 0]","[96, 96]","[127, 127]"
129,"[210, 680]","[582, 728]",129,"[396.0, 728]","[396.0, 680]","[210, 704.0]","[582, 704.0]","[207, 207]","[130, 130]","[175, 175]","[-1, 0]"
130,"[595, 677]","[677, 728]",130,"[636.0, 728]","[636.0, 677]","[595, 702.5]","[677, 702.5]","[209, 209]","[131, 131]","[177, 177]","[129, 129]"
131,"[684, 673]","[815, 738]",131,"[749.5, 738]","[749.5, 673]","[684, 705.5]","[815, 705.5]","[210, 210]","[-1, 0]","[178, 178]","[130, 130]"
132,"[752, 602]","[926, 755]",132,"[839.0, 755]","[839.0, 602]","[752, 678.5]","[926, 678.5]","[502, 502]","[-1, 0]","[163, 163]","[178, 178]"
133,"[955, 673]","[1119, 738]",133,"[1037.0, 738]","[1037.0, 673]","[955, 705.5]","[1119, 705.5]","[-1, 0]","[134, 134]","[198, 198]","[-1, 0]"
134,"[1126, 673]","[1189, 735]",134,"[1157.5, 735]","[1157.5, 673]","[1126, 704.0]","[1189, 704.0]","[-1, 0]","[135, 135]","[199, 199]","[133, 133]"
135,"[1189, 670]","[1358, 731]",135,"[1273.5, 731]","[1273.5, 670]","[1189, 700.5]","[1358, 700.5]","[214, 214]","[136, 136]","[-1, 0]","[134, 134]"
136,"[1363, 673]","[1431, 728]",136,"[1397.0, 728]","[1397.0, 673]","[1363, 700.5]","[1431, 700.5]","[215, 215]","[-1, 0]","[-1, 0]","[135, 135]"
137,"[1482, 673]","[1557, 731]",137,"[1519.5, 731]","[1519.5, 673]","[1482, 702.0]","[1557, 702.0]","[216, 216]","[138, 138]","[-1, 0]","[-1, 0]"
138,"[1557, 670]","[1644, 738]",138,"[1600.5, 738]","[1600.5, 670]","[1557, 704.0]","[1644, 704.0]","[508, 508]","[-1, 0]","[150, 150]","[500, 500]"
139,"[1738, 468]","[1941, 520]",139,"[1839.5, 520]","[1839.5, 468]","[1738, 494.0]","[1941, 494.0]","[144, 144]","[140, 140]","[-1, 0]","[-1, 0]"
140,"[1951, 465]","[2018, 520]",140,"[1984.5, 520]","[1984.5, 465]","[1951, 492.5]","[2018, 492.5]","[146, 146]","[141, 141]","[-1, 0]","[139, 139]"
141,"[2025, 465]","[2158, 516]",141,"[2091.5, 516]","[2091.5, 465]","[2025, 490.5]","[2158, 490.5]","[-1, 0]","[142, 142]","[-1, 0]","[140, 140]"
142,"[2170, 468]","[2313, 520]",142,"[2241.5, 520]","[2241.5, 468]","[2170, 494.0]","[2313, 494.0]","[148, 148]","[149, 149]","[-1, 0]","[141, 141]"
143,"[1694, 516]","[1774, 571]",143,"[1734.0, 571]","[1734.0, 516]","[1694, 543.5]","[1774, 543.5]","[189, 189]","[144, 144]","[-1, 0]","[-1, 0]"
144,"[1781, 513]","[1844, 574]",144,"[1812.5, 574]","[1812.5, 513]","[1781, 543.5]","[1844, 543.5]","[190, 190]","[145, 145]","[139, 139]","[143, 143]"
145,"[1854, 520]","[1965, 571]",145,"[1909.5, 571]","[1909.5, 520]","[1854, 545.5]","[1965, 545.5]","[191, 191]","[146, 146]","[-1, 0]","[144, 144]"
146,"[1975, 513]","[2042, 571]",146,"[2008.5, 571]","[2008.5, 513]","[1975, 542.0]","[2042, 542.0]","[192, 192]","[147, 147]","[140, 140]","[145, 145]"
147,"[2054, 523]","[2202, 564]",147,"[2128.0, 564]","[2128.0, 523]","[2054, 543.5]","[2202, 543.5]","[193, 193]","[148, 148]","[-1, 0]","[146, 146]"
148,"[2209, 513]","[2330, 578]",148,"[2269.5, 578]","[2269.5, 513]","[2209, 545.5]","[2330, 545.5]","[195, 195]","[149, 149]","[142, 142]","[147, 147]"
149,"[2313, 461]","[2393, 584]",149,"[2353.0, 584]","[2353.0, 461]","[2313, 522.5]","[2393, 522.5]","[196, 196]","[-1, 0]","[-1, 0]","[148, 148]"
150,"[1557, 615]","[1646, 684]",150,"[1601.5, 684]","[1601.5, 615]","[1557, 649.5]","[1646, 649.5]","[138, 138]","[-1, 0]","[188, 188]","[-1, 0]"
151,"[1689, 608]","[1796, 687]",151,"[1742.5, 687]","[1742.5, 608]","[1689, 647.5]","[1796, 647.5]","[218, 218]","[153, 153]","[-1, 0]","[-1, 0]"
152,"[1796, 625]","[1820, 673]",152,"[1808.0, 673]","[1808.0, 625]","[1796, 649.0]","[1820, 649.0]","[-1, 0]","[153, 153]","[190, 190]","[151, 151]"
