Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
18,"[1784, 468]","[1844, 523]",18,"[1814.0, 523]","[1814.0, 468]","[1784, 495.5]","[1844, 495.5]","[25, 25]","[19, 19]","[11, 11]","[17, 17]"
19,"[1876, 468]","[2197, 543]",19,"[2036.5, 543]","[2036.5, 468]","[1876, 505.5]","[2197, 505.5]","[-1, 0]","[-1, 0]","[12, 12]","[18, 18]"
20,"[276, 543]","[486, 619]",20,"[381.0, 619]","[381.0, 543]","[276, 581.0]","[486, 581.0]","[27, 27]","[21, 21]","[13, 13]","[-1, 0]"
21,"[524, 547]","[781, 622]",21,"[652.5, 622]","[652.5, 547]","[524, 584.5]","[781, 584.5]","[-1, 0]","[22, 22]","[-1, 0]","[20, 20]"
22,"[817, 547]","[1083, 598]",22,"[950.0, 598]","[950.0, 547]","[817, 572.5]","[1083, 572.5]","[-1, 0]","[23, 23]","[-1, 0]","[21, 21]"
23,"[1124, 550]","[1262, 602]",23,"[1193.0, 602]","[1193.0, 550]","[1124, 576.0]","[1262, 576.0]","[-1, 0]","[24, 24]","[-1, 0]","[22, 22]"
24,"[1300, 550]","[1612, 602]",24,"[1456.0, 602]","[1456.0, 550]","[1300, 576.0]","[1612, 576.0]","[-1, 0]","[25, 25]","[-1, 0]","[23, 23]"
25,"[1653, 550]","[1996, 622]",25,"[1824.5, 622]","[1824.5, 550]","[1653, 586.0]","[1996, 586.0]","[36, 36]","[26, 26]","[18, 18]","[24, 24]"
26,"[2033, 547]","[2199, 625]",26,"[2116.0, 625]","[2116.0, 547]","[2033, 586.0]","[2199, 586.0]","[37, 37]","[-1, 0]","[-1, 0]","[25, 25]"
27,"[276, 629]","[447, 704]",27,"[361.5, 704]","[361.5, 629]","[276, 666.5]","[447, 666.5]","[38, 38]","[28, 28]","[20, 20]","[-1, 0]"
28,"[474, 629]","[626, 704]",28,"[550.0, 704]","[550.0, 629]","[474, 666.5]","[626, 666.5]","[-1, 0]","[29, 29]","[-1, 0]","[27, 27]"
29,"[650, 632]","[776, 690]",29,"[713.0, 690]","[713.0, 632]","[650, 661.0]","[776, 661.0]","[-1, 0]","[30, 30]","[-1, 0]","[28, 28]"
30,"[798, 625]","[880, 711]",30,"[839.0, 711]","[839.0, 625]","[798, 668.0]","[880, 668.0]","[-1, 0]","[31, 31]","[-1, 0]","[29, 29]"
31,"[904, 629]","[1165, 704]",31,"[1034.5, 704]","[1034.5, 629]","[904, 666.5]","[1165, 666.5]","[-1, 0]","[32, 32]","[-1, 0]","[30, 30]"
32,"[1187, 632]","[1303, 684]",32,"[1245.0, 684]","[1245.0, 632]","[1187, 658.0]","[1303, 658.0]","[-1, 0]","[33, 33]","[-1, 0]","[31, 31]"
33,"[1329, 625]","[1416, 690]",33,"[1372.5, 690]","[1372.5, 625]","[1329, 657.5]","[1416, 657.5]","[-1, 0]","[34, 34]","[-1, 0]","[32, 32]"
34,"[1443, 629]","[1600, 708]",34,"[1521.5, 708]","[1521.5, 629]","[1443, 668.5]","[1600, 668.5]","[-1, 0]","[35, 35]","[-1, 0]","[33, 33]"
35,"[1627, 629]","[1738, 711]",35,"[1682.5, 711]","[1682.5, 629]","[1627, 670.0]","[1738, 670.0]","[-1, 0]","[36, 36]","[-1, 0]","[34, 34]"
36,"[1764, 629]","[1963, 704]",36,"[1863.5, 704]","[1863.5, 629]","[1764, 666.5]","[1963, 666.5]","[-1, 0]","[37, 37]","[25, 25]","[35, 35]"
37,"[1992, 629]","[2197, 680]",37,"[2094.5, 680]","[2094.5, 629]","[1992, 654.5]","[2197, 654.5]","[-1, 0]","[-1, 0]","[26, 26]","[36, 36]"
38,"[276, 711]","[522, 783]",38,"[399.0, 783]","[399.0, 711]","[276, 747.0]","[522, 747.0]","[-1, 0]","[39, 39]","[27, 27]","[-1, 0]"
39,"[549, 711]","[790, 772]",39,"[669.5, 772]","[669.5, 711]","[549, 741.5]","[790, 741.5]","[-1, 0]","[-1, 0]","[-1, 0]","[38, 38]"
40,"[416, 820]","[853, 872]",40,"[634.5, 872]","[634.5, 820]","[416, 846.0]","[853, 846.0]","[-1, 0]","[41, 41]","[-1, 0]","[-1, 0]"
41,"[897, 831]","[1008, 868]",41,"[952.5, 868]","[952.5, 831]","[897, 849.5]","[1008, 849.5]","[-1, 0]","[42, 42]","[-1, 0]","[40, 40]"
42,"[1051, 817]","[1242, 892]",42,"[1146.5, 892]","[1146.5, 817]","[1051, 854.5]","[1242, 854.5]","[51, 51]","[43, 43]","[-1, 0]","[41, 41]"
43,"[1286, 820]","[1421, 872]",43,"[1353.5, 872]","[1353.5, 820]","[1286, 846.0]","[1421, 846.0]","[-1, 0]","[44, 44]","[-1, 0]","[42, 42]"
44,"[1462, 820]","[1617, 896]",44,"[1539.5, 896]","[1539.5, 820]","[1462, 858.0]","[1617, 858.0]","[-1, 0]","[45, 45]","[-1, 0]","[43, 43]"
45,"[1653, 813]","[1791, 875]",45,"[1722.0, 875]","[1722.0, 813]","[1653, 844.0]","[1791, 844.0]","[-1, 0]","[46, 46]","[-1, 0]","[44, 44]"
46,"[1830, 817]","[1951, 896]",46,"[1890.5, 896]","[1890.5, 817]","[1830, 856.5]","[1951, 856.5]","[54, 54]","[47, 47]","[-1, 0]","[45, 45]"
47,"[1987, 820]","[2197, 872]",47,"[2092.0, 872]","[2092.0, 820]","[1987, 846.0]","[2197, 846.0]","[55, 55]","[-1, 0]","[-1, 0]","[46, 46]"
48,"[273, 892]","[566, 978]",48,"[419.5, 978]","[419.5, 892]","[273, 935.0]","[566, 935.0]","[56, 56]","[49, 49]","[-1, 0]","[-1, 0]"
49,"[587, 899]","[839, 974]",49,"[713.0, 974]","[713.0, 899]","[587, 936.5]","[839, 936.5]","[-1, 0]","[50, 50]","[-1, 0]","[48, 48]"
50,"[858, 899]","[974, 954]",50,"[916.0, 954]","[916.0, 899]","[858, 926.5]","[974, 926.5]","[-1, 0]","[51, 51]","[-1, 0]","[49, 49]"
51,"[996, 892]","[1303, 978]",51,"[1149.5, 978]","[1149.5, 892]","[996, 935.0]","[1303, 935.0]","[-1, 0]","[52, 52]","[42, 42]","[50, 50]"
52,"[1322, 896]","[1484, 971]",52,"[1403.0, 971]","[1403.0, 896]","[1322, 933.5]","[1484, 933.5]","[62, 62]","[53, 53]","[-1, 0]","[51, 51]"
53,"[1501, 892]","[1726, 978]",53,"[1613.5, 978]","[1613.5, 892]","[1501, 935.0]","[1726, 935.0]","[-1, 0]","[54, 54]","[-1, 0]","[52, 52]"
54,"[1750, 892]","[1982, 978]",54,"[1866.0, 978]","[1866.0, 892]","[1750, 935.0]","[1982, 935.0]","[-1, 0]","[55, 55]","[46, 46]","[53, 53]"
55,"[2006, 899]","[2197, 974]",55,"[2101.5, 974]","[2101.5, 899]","[2006, 936.5]","[2197, 936.5]","[65, 65]","[-1, 0]","[47, 47]","[54, 54]"
56,"[276, 981]","[483, 1056]",56,"[379.5, 1056]","[379.5, 981]","[276, 1018.5]","[483, 1018.5]","[66, 66]","[57, 57]","[48, 48]","[-1, 0]"
57,"[508, 984]","[561, 1036]",57,"[534.5, 1036]","[534.5, 984]","[508, 1010.0]","[561, 1010.0]","[-1, 0]","[58, 58]","[-1, 0]","[56, 56]"
58,"[580, 981]","[735, 1046]",58,"[657.5, 1046]","[657.5, 981]","[580, 1013.5]","[735, 1013.5]","[-1, 0]","[59, 59]","[-1, 0]","[57, 57]"
59,"[761, 984]","[974, 1049]",59,"[867.5, 1049]","[867.5, 984]","[761, 1016.5]","[974, 1016.5]","[-1, 0]","[60, 60]","[-1, 0]","[58, 58]"
60,"[1001, 978]","[1148, 1056]",60,"[1074.5, 1056]","[1074.5, 978]","[1001, 1017.0]","[1148, 1017.0]","[-1, 0]","[61, 61]","[-1, 0]","[59, 59]"
61,"[1170, 978]","[1286, 1042]",61,"[1228.0, 1042]","[1228.0, 978]","[1170, 1010.0]","[1286, 1010.0]","[-1, 0]","[62, 62]","[-1, 0]","[60, 60]"
62,"[1308, 981]","[1450, 1032]",62,"[1379.0, 1032]","[1379.0, 981]","[1308, 1006.5]","[1450, 1006.5]","[-1, 0]","[63, 63]","[52, 52]","[61, 61]"
63,"[1474, 984]","[1656, 1025]",63,"[1565.0, 1025]","[1565.0, 984]","[1474, 1004.5]","[1656, 1004.5]","[-1, 0]","[64, 64]","[-1, 0]","[62, 62]"
64,"[1682, 981]","[1905, 1032]",64,"[1793.5, 1032]","[1793.5, 981]","[1682, 1006.5]","[1905, 1006.5]","[-1, 0]","[65, 65]","[-1, 0]","[63, 63]"
65,"[1926, 971]","[2199, 1060]",65,"[2062.5, 1060]","[2062.5, 971]","[1926, 1015.5]","[2199, 1015.5]","[-1, 0]","[-1, 0]","[55, 55]","[64, 64]"
66,"[276, 1087]","[447, 1138]",66,"[361.5, 1138]","[361.5, 1087]","[276, 1112.5]","[447, 1112.5]","[-1, 0]","[67, 67]","[56, 56]","[-1, 0]"
67,"[476, 1083]","[657, 1159]",67,"[566.5, 1159]","[566.5, 1083]","[476, 1121.0]","[657, 1121.0]","[-1, 0]","[68, 68]","[-1, 0]","[66, 66]"
68,"[679, 1080]","[882, 1169]",68,"[780.5, 1169]","[780.5, 1080]","[679, 1124.5]","[882, 1124.5]","[-1, 0]","[69, 69]","[-1, 0]","[67, 67]"
69,"[902, 1083]","[1141, 1135]",69,"[1021.5, 1135]","[1021.5, 1083]","[902, 1109.0]","[1141, 1109.0]","[-1, 0]","[-1, 0]","[-1, 0]","[68, 68]"
70,"[411, 1186]","[592, 1248]",70,"[501.5, 1248]","[501.5, 1186]","[411, 1217.0]","[592, 1217.0]","[-1, 0]","[71, 71]","[-1, 0]","[-1, 0]"
71,"[631, 1189]","[771, 1241]",71,"[701.0, 1241]","[701.0, 1189]","[631, 1215.0]","[771, 1215.0]","[-1, 0]","[72, 72]","[-1, 0]","[70, 70]"
72,"[810, 1193]","[916, 1244]",72,"[863.0, 1244]","[863.0, 1193]","[810, 1218.5]","[916, 1218.5]","[77, 77]","[73, 73]","[-1, 0]","[71, 71]"
73,"[955, 1189]","[1160, 1265]",73,"[1057.5, 1265]","[1057.5, 1189]","[955, 1227.0]","[1160, 1227.0]","[78, 78]","[74, 74]","[-1, 0]","[72, 72]"
74,"[1201, 1189]","[1387, 1241]",74,"[1294.0, 1241]","[1294.0, 1189]","[1201, 1215.0]","[1387, 1215.0]","[79, 79]","[-1, 0]","[-1, 0]","[73, 73]"
75,"[276, 1265]","[418, 1316]",75,"[347.0, 1316]","[347.0, 1265]","[276, 1290.5]","[418, 1290.5]","[-1, 0]","[76, 76]","[-1, 0]","[-1, 0]"
76,"[464, 1261]","[744, 1323]",76,"[604.0, 1323]","[604.0, 1261]","[464, 1292.0]","[744, 1292.0]","[-1, 0]","[-1, 0]","[-1, 0]","[75, 75]"
77,"[793, 1275]","[887, 1316]",77,"[840.0, 1316]","[840.0, 1275]","[793, 1295.5]","[887, 1295.5]","[-1, 0]","[78, 78]","[72, 72]","[-1, 0]"
78,"[933, 1254]","[1235, 1340]",78,"[1084.0, 1340]","[1084.0, 1254]","[933, 1297.0]","[1235, 1297.0]","[-1, 0]","[79, 79]","[73, 73]","[77, 77]"
79,"[1276, 1258]","[1395, 1350]",79,"[1335.5, 1350]","[1335.5, 1258]","[1276, 1304.0]","[1395, 1304.0]","[-1, 0]","[-1, 0]","[74, 74]","[78, 78]"
80,"[1634, 1210]","[1798, 1251]",80,"[1716.0, 1251]","[1716.0, 1210]","[1634, 1230.5]","[1798, 1230.5]","[-1, 0]","[81, 81]","[-1, 0]","[-1, 0]"
81,"[1825, 1203]","[1994, 1254]",81,"[1909.5, 1254]","[1909.5, 1203]","[1825, 1228.5]","[1994, 1228.5]","[-1, 0]","[-1, 0]","[-1, 0]","[80, 80]"
82,"[276, 1340]","[512, 1391]",82,"[394.0, 1391]","[394.0, 1340]","[276, 1365.5]","[512, 1365.5]","[-1, 0]","[83, 83]","[-1, 0]","[-1, 0]"
83,"[556, 1336]","[810, 1408]",83,"[683.0, 1408]","[683.0, 1336]","[556, 1372.0]","[810, 1372.0]","[-1, 0]","[-1, 0]","[-1, 0]","[82, 82]"
84,"[856, 1340]","[1051, 1388]",84,"[953.5, 1388]","[953.5, 1340]","[856, 1364.0]","[1051, 1364.0]","[-1, 0]","[85, 85]","[-1, 0]","[-1, 0]"
85,"[1095, 1316]","[1390, 1405]",85,"[1242.5, 1405]","[1242.5, 1316]","[1095, 1360.5]","[1390, 1360.5]","[93, 93]","[-1, 0]","[-1, 0]","[84, 84]"
86,"[1443, 1323]","[1607, 1374]",86,"[1525.0, 1374]","[1525.0, 1323]","[1443, 1348.5]","[1607, 1348.5]","[94, 94]","[87, 87]","[-1, 0]","[-1, 0]"
87,"[1648, 1316]","[1818, 1391]",87,"[1733.0, 1391]","[1733.0, 1316]","[1648, 1353.5]","[1818, 1353.5]","[-1, 0]","[88, 88]","[-1, 0]","[86, 86]"
88,"[1861, 1326]","[1992, 1367]",88,"[1926.5, 1367]","[1926.5, 1326]","[1861, 1346.5]","[1992, 1346.5]","[-1, 0]","[89, 89]","[-1, 0]","[87, 87]"
89,"[2025, 1316]","[2183, 1377]",89,"[2104.0, 1377]","[2104.0, 1316]","[2025, 1346.5]","[2183, 1346.5]","[-1, 0]","[-1, 0]","[-1, 0]","[88, 88]"
90,"[276, 1418]","[636, 1480]",90,"[456.0, 1480]","[456.0, 1418]","[276, 1449.0]","[636, 1449.0]","[-1, 0]","[91, 91]","[-1, 0]","[-1, 0]"
91,"[660, 1418]","[865, 1494]",91,"[762.5, 1494]","[762.5, 1418]","[660, 1456.0]","[865, 1456.0]","[100, 100]","[92, 92]","[-1, 0]","[90, 90]"
92,"[880, 1418]","[1124, 1494]",92,"[1002.0, 1494]","[1002.0, 1418]","[880, 1456.0]","[1124, 1456.0]","[-1, 0]","[93, 93]","[-1, 0]","[91, 91]"
93,"[1148, 1415]","[1395, 1490]",93,"[1271.5, 1490]","[1271.5, 1415]","[1148, 1452.5]","[1395, 1452.5]","[-1, 0]","[-1, 0]","[85, 85]","[92, 92]"
94,"[1443, 1401]","[1598, 1442]",94,"[1520.5, 1442]","[1520.5, 1401]","[1443, 1421.5]","[1598, 1421.5]","[-1, 0]","[95, 95]","[86, 86]","[-1, 0]"
95,"[1619, 1395]","[1745, 1446]",95,"[1682.0, 1446]","[1682.0, 1395]","[1619, 1420.5]","[1745, 1420.5]","[-1, 0]","[96, 96]","[-1, 0]","[94, 94]"
96,"[1760, 1395]","[1922, 1459]",96,"[1841.0, 1459]","[1841.0, 1395]","[1760, 1427.0]","[1922, 1427.0]","[104, 104]","[97, 97]","[-1, 0]","[95, 95]"
97,"[1934, 1395]","[2187, 1466]",97,"[2060.5, 1466]","[2060.5, 1395]","[1934, 1430.5]","[2187, 1430.5]","[105, 105]","[-1, 0]","[-1, 0]","[96, 96]"
98,"[273, 1497]","[404, 1562]",98,"[338.5, 1562]","[338.5, 1497]","[273, 1529.5]","[404, 1529.5]","[109, 109]","[99, 99]","[-1, 0]","[-1, 0]"
99,"[423, 1487]","[653, 1576]",99,"[538.0, 1576]","[538.0, 1487]","[423, 1531.5]","[653, 1531.5]","[-1, 0]","[100, 100]","[-1, 0]","[98, 98]"
100,"[672, 1483]","[856, 1559]",100,"[764.0, 1559]","[764.0, 1483]","[672, 1521.0]","[856, 1521.0]","[-1, 0]","[101, 101]","[91, 91]","[99, 99]"
101,"[870, 1473]","[989, 1542]",101,"[929.5, 1542]","[929.5, 1473]","[870, 1507.5]","[989, 1507.5]","[-1, 0]","[102, 102]","[-1, 0]","[100, 100]"
102,"[1010, 1483]","[1392, 1579]",102,"[1201.0, 1579]","[1201.0, 1483]","[1010, 1531.0]","[1392, 1531.0]","[-1, 0]","[-1, 0]","[-1, 0]","[101, 101]"
103,"[1441, 1459]","[1704, 1535]",103,"[1572.5, 1535]","[1572.5, 1459]","[1441, 1497.0]","[1704, 1497.0]","[106, 106]","[-1, 0]","[-1, 0]","[-1, 0]"
104,"[1750, 1473]","[1919, 1538]",104,"[1834.5, 1538]","[1834.5, 1473]","[1750, 1505.5]","[1919, 1505.5]","[107, 107]","[105, 105]","[96, 96]","[-1, 0]"
105,"[1965, 1466]","[2183, 1555]",105,"[2074.0, 1555]","[2074.0, 1466]","[1965, 1510.5]","[2183, 1510.5]","[108, 108]","[-1, 0]","[97, 97]","[104, 104]"
106,"[1436, 1538]","[1757, 1613]",106,"[1596.5, 1613]","[1596.5, 1538]","[1436, 1575.5]","[1757, 1575.5]","[114, 114]","[107, 107]","[103, 103]","[-1, 0]"
107,"[1801, 1548]","[1883, 1610]",107,"[1842.0, 1610]","[1842.0, 1548]","[1801, 1579.0]","[1883, 1579.0]","[-1, 0]","[108, 108]","[104, 104]","[106, 106]"
108,"[1883, 1542]","[2178, 1617]",108,"[2030.5, 1617]","[2030.5, 1542]","[1883, 1579.5]","[2178, 1579.5]","[-1, 0]","[-1, 0]","[105, 105]","[107, 107]"
109,"[278, 1596]","[425, 1647]",109,"[351.5, 1647]","[351.5, 1596]","[278, 1621.5]","[425, 1621.5]","[115, 115]","[-1, 0]","[98, 98]","[-1, 0]"
110,"[515, 1596]","[747, 1671]",110,"[631.0, 1671]","[631.0, 1596]","[515, 1633.5]","[747, 1633.5]","[-1, 0]","[111, 111]","[-1, 0]","[-1, 0]"
111,"[788, 1593]","[935, 1668]",111,"[861.5, 1668]","[861.5, 1593]","[788, 1630.5]","[935, 1630.5]","[-1, 0]","[112, 112]","[-1, 0]","[110, 110]"
112,"[976, 1596]","[1201, 1661]",112,"[1088.5, 1661]","[1088.5, 1596]","[976, 1628.5]","[1201, 1628.5]","[-1, 0]","[113, 113]","[-1, 0]","[111, 111]"
113,"[1245, 1586]","[1390, 1651]",113,"[1317.5, 1651]","[1317.5, 1586]","[1245, 1618.5]","[1390, 1618.5]","[119, 119]","[-1, 0]","[-1, 0]","[112, 112]"
114,"[1448, 1610]","[1680, 1671]",114,"[1564.0, 1671]","[1564.0, 1610]","[1448, 1640.5]","[1680, 1640.5]","[-1, 0]","[-1, 0]","[106, 106]","[-1, 0]"
115,"[271, 1668]","[394, 1747]",115,"[332.5, 1747]","[332.5, 1668]","[271, 1707.5]","[394, 1707.5]","[120, 120]","[116, 116]","[109, 109]","[-1, 0]"
116,"[418, 1671]","[679, 1723]",116,"[548.5, 1723]","[548.5, 1671]","[418, 1697.0]","[679, 1697.0]","[121, 121]","[117, 117]","[-1, 0]","[115, 115]"
117,"[708, 1671]","[863, 1723]",117,"[785.5, 1723]","[785.5, 1671]","[708, 1697.0]","[863, 1697.0]","[-1, 0]","[118, 118]","[-1, 0]","[116, 116]"
118,"[887, 1671]","[1163, 1743]",118,"[1025.0, 1743]","[1025.0, 1671]","[887, 1707.0]","[1163, 1707.0]","[-1, 0]","[119, 119]","[-1, 0]","[117, 117]"
119,"[1192, 1671]","[1392, 1747]",119,"[1292.0, 1747]","[1292.0, 1671]","[1192, 1709.0]","[1392, 1709.0]","[125, 125]","[-1, 0]","[113, 113]","[118, 118]"
120,"[276, 1740]","[474, 1801]",120,"[375.0, 1801]","[375.0, 1740]","[276, 1770.5]","[474, 1770.5]","[126, 126]","[121, 121]","[115, 115]","[-1, 0]"
121,"[498, 1747]","[636, 1825]",121,"[567.0, 1825]","[567.0, 1747]","[498, 1786.0]","[636, 1786.0]","[-1, 0]","[122, 122]","[116, 116]","[120, 120]"
122,"[657, 1743]","[778, 1822]",122,"[717.5, 1822]","[717.5, 1743]","[657, 1782.5]","[778, 1782.5]","[-1, 0]","[123, 123]","[-1, 0]","[121, 121]"
123,"[795, 1743]","[894, 1829]",123,"[844.5, 1829]","[844.5, 1743]","[795, 1786.0]","[894, 1786.0]","[128, 128]","[124, 124]","[-1, 0]","[122, 122]"
124,"[911, 1743]","[1240, 1818]",124,"[1075.5, 1818]","[1075.5, 1743]","[911, 1780.5]","[1240, 1780.5]","[-1, 0]","[125, 125]","[-1, 0]","[123, 123]"
125,"[1267, 1743]","[1397, 1818]",125,"[1332.0, 1818]","[1332.0, 1743]","[1267, 1780.5]","[1397, 1780.5]","[-1, 0]","[-1, 0]","[119, 119]","[124, 124]"
126,"[276, 1825]","[512, 1887]",126,"[394.0, 1887]","[394.0, 1825]","[276, 1856.0]","[512, 1856.0]","[-1, 0]","[127, 127]","[120, 120]","[-1, 0]"
127,"[534, 1815]","[759, 1900]",127,"[646.5, 1900]","[646.5, 1815]","[534, 1857.5]","[759, 1857.5]","[-1, 0]","[128, 128]","[-1, 0]","[126, 126]"
128,"[773, 1818]","[964, 1870]",128,"[868.5, 1870]","[868.5, 1818]","[773, 1844.0]","[964, 1844.0]","[-1, 0]","[129, 129]","[123, 123]","[127, 127]"
129,"[986, 1818]","[1402, 1904]",129,"[1194.0, 1904]","[1194.0, 1818]","[986, 1861.0]","[1402, 1861.0]","[-1, 0]","[130, 130]","[-1, 0]","[128, 128]"
130,"[1431, 1822]","[1762, 1897]",130,"[1596.5, 1897]","[1596.5, 1822]","[1431, 1859.5]","[1762, 1859.5]","[-1, 0]","[131, 131]","[-1, 0]","[129, 129]"
131,"[1781, 1822]","[2197, 1897]",131,"[1989.0, 1897]","[1989.0, 1822]","[1781, 1859.5]","[2197, 1859.5]","[-1, 0]","[-1, 0]","[-1, 0]","[130, 130]"
132,"[276, 1900]","[404, 1952]",132,"[340.0, 1952]","[340.0, 1900]","[276, 1926.0]","[404, 1926.0]","[140, 140]","[133, 133]","[-1, 0]","[-1, 0]"
133,"[423, 1894]","[713, 1979]",133,"[568.0, 1979]","[568.0, 1894]","[423, 1936.5]","[713, 1936.5]","[-1, 0]","[134, 134]","[-1, 0]","[132, 132]"
134,"[735, 1897]","[868, 1976]",134,"[801.5, 1976]","[801.5, 1897]","[735, 1936.5]","[868, 1936.5]","[-1, 0]","[135, 135]","[-1, 0]","[133, 133]"
135,"[892, 1894]","[1155, 1969]",135,"[1023.5, 1969]","[1023.5, 1894]","[892, 1931.5]","[1155, 1931.5]","[-1, 0]","[136, 136]","[-1, 0]","[134, 134]"
136,"[1167, 1887]","[1508, 1972]",136,"[1337.5, 1972]","[1337.5, 1887]","[1167, 1929.5]","[1508, 1929.5]","[-1, 0]","[137, 137]","[-1, 0]","[135, 135]"
137,"[1528, 1894]","[1769, 1962]",137,"[1648.5, 1962]","[1648.5, 1894]","[1528, 1928.0]","[1769, 1928.0]","[-1, 0]","[138, 138]","[-1, 0]","[136, 136]"
138,"[1791, 1900]","[1989, 1948]",138,"[1890.0, 1948]","[1890.0, 1900]","[1791, 1924.0]","[1989, 1924.0]","[-1, 0]","[139, 139]","[-1, 0]","[137, 137]"
139,"[2016, 1897]","[2197, 1976]",139,"[2106.5, 1976]","[2106.5, 1897]","[2016, 1936.5]","[2197, 1936.5]","[-1, 0]","[-1, 0]","[-1, 0]","[138, 138]"
140,"[273, 1969]","[411, 2058]",140,"[342.0, 2058]","[342.0, 1969]","[273, 2013.5]","[411, 2013.5]","[-1, 0]","[141, 141]","[132, 132]","[-1, 0]"
141,"[437, 1972]","[556, 2051]",141,"[496.5, 2051]","[496.5, 1972]","[437, 2011.5]","[556, 2011.5]","[144, 144]","[142, 142]","[-1, 0]","[140, 140]"
142,"[580, 1965]","[851, 2037]",142,"[715.5, 2037]","[715.5, 1965]","[580, 2001.0]","[851, 2001.0]","[145, 145]","[143, 143]","[-1, 0]","[141, 141]"
143,"[880, 1969]","[1068, 2058]",143,"[974.0, 2058]","[974.0, 1969]","[880, 2013.5]","[1068, 2013.5]","[-1, 0]","[-1, 0]","[-1, 0]","[142, 142]"
144,"[408, 2075]","[602, 2136]",144,"[505.0, 2136]","[505.0, 2075]","[408, 2105.5]","[602, 2105.5]","[-1, 0]","[145, 145]","[141, 141]","[-1, 0]"
145,"[633, 2078]","[822, 2153]",145,"[727.5, 2153]","[727.5, 2078]","[633, 2115.5]","[822, 2115.5]","[-1, 0]","[146, 146]","[142, 142]","[144, 144]"
146,"[848, 2071]","[972, 2150]",146,"[910.0, 2150]","[910.0, 2071]","[848, 2110.5]","[972, 2110.5]","[-1, 0]","[147, 147]","[-1, 0]","[145, 145]"
147,"[989, 2071]","[1090, 2153]",147,"[1039.5, 2153]","[1039.5, 2071]","[989, 2112.0]","[1090, 2112.0]","[157, 157]","[148, 148]","[-1, 0]","[146, 146]"
