Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
17,"[1047, 427]","[1271, 513]",17,"[1159.0, 513]","[1159.0, 427]","[1047, 470.0]","[1271, 470.0]","[-1, 0]","[18, 18]","[-1, 0]","[16, 16]"
18,"[1291, 427]","[1515, 492]",18,"[1403.0, 492]","[1403.0, 427]","[1291, 459.5]","[1515, 459.5]","[-1, 0]","[19, 19]","[12, 12]","[17, 17]"
19,"[1540, 434]","[1820, 509]",19,"[1680.0, 509]","[1680.0, 434]","[1540, 471.5]","[1820, 471.5]","[-1, 0]","[-1, 0]","[13, 13]","[18, 18]"
20,"[73, 516]","[234, 581]",20,"[153.5, 581]","[153.5, 516]","[73, 548.5]","[234, 548.5]","[-1, 0]","[21, 21]","[14, 14]","[-1, 0]"
21,"[247, 506]","[338, 588]",21,"[292.5, 588]","[292.5, 506]","[247, 547.0]","[338, 547.0]","[-1, 0]","[22, 22]","[-1, 0]","[20, 20]"
22,"[353, 523]","[503, 602]",22,"[428.0, 602]","[428.0, 523]","[353, 562.5]","[503, 562.5]","[-1, 0]","[23, 23]","[15, 15]","[21, 21]"
23,"[522, 509]","[604, 588]",23,"[563.0, 588]","[563.0, 509]","[522, 548.5]","[604, 548.5]","[33, 33]","[24, 24]","[-1, 0]","[22, 22]"
24,"[621, 530]","[708, 584]",24,"[664.5, 584]","[664.5, 530]","[621, 557.0]","[708, 557.0]","[-1, 0]","[25, 25]","[-1, 0]","[23, 23]"
25,"[728, 513]","[839, 581]",25,"[783.5, 581]","[783.5, 513]","[728, 547.0]","[839, 547.0]","[-1, 0]","[26, 26]","[16, 16]","[24, 24]"
26,"[856, 530]","[1042, 605]",26,"[949.0, 605]","[949.0, 530]","[856, 567.5]","[1042, 567.5]","[-1, 0]","[27, 27]","[-1, 0]","[25, 25]"
27,"[1061, 509]","[1134, 584]",27,"[1097.5, 584]","[1097.5, 509]","[1061, 546.5]","[1134, 546.5]","[-1, 0]","[28, 28]","[-1, 0]","[26, 26]"
28,"[1146, 516]","[1489, 602]",28,"[1317.5, 602]","[1317.5, 516]","[1146, 559.0]","[1489, 559.0]","[-1, 0]","[29, 29]","[-1, 0]","[27, 27]"
29,"[1503, 509]","[1651, 584]",29,"[1577.0, 584]","[1577.0, 509]","[1503, 546.5]","[1651, 546.5]","[-1, 0]","[-1, 0]","[-1, 0]","[28, 28]"
30,"[68, 619]","[126, 680]",30,"[97.0, 680]","[97.0, 619]","[68, 649.5]","[126, 649.5]","[-1, 0]","[31, 31]","[-1, 0]","[-1, 0]"
31,"[135, 632]","[230, 670]",31,"[182.5, 670]","[182.5, 632]","[135, 651.0]","[230, 651.0]","[-1, 0]","[32, 32]","[-1, 0]","[30, 30]"
32,"[244, 629]","[495, 677]",32,"[369.5, 677]","[369.5, 629]","[244, 653.0]","[495, 653.0]","[-1, 0]","[33, 33]","[-1, 0]","[31, 31]"
33,"[508, 629]","[616, 670]",33,"[562.0, 670]","[562.0, 629]","[508, 649.5]","[616, 649.5]","[-1, 0]","[-1, 0]","[23, 23]","[32, 32]"
34,"[73, 954]","[123, 984]",34,"[98.0, 984]","[98.0, 954]","[73, 969.0]","[123, 969.0]","[39, 39]","[-1, 0]","[-1, 0]","[-1, 0]"
35,"[230, 943]","[437, 991]",35,"[333.5, 991]","[333.5, 943]","[230, 967.0]","[437, 967.0]","[-1, 0]","[42, 42]","[-1, 0]","[-1, 0]"
36,"[457, 947]","[529, 988]",36,"[493.0, 988]","[493.0, 947]","[457, 967.5]","[529, 967.5]","[43, 43]","[37, 37]","[-1, 0]","[35, 35]"
37,"[541, 950]","[619, 991]",37,"[580.0, 991]","[580.0, 950]","[541, 970.5]","[619, 970.5]","[49, 49]","[38, 38]","[-1, 0]","[43, 43]"
38,"[648, 954]","[703, 984]",38,"[675.5, 984]","[675.5, 954]","[648, 969.0]","[703, 969.0]","[44, 44]","[-1, 0]","[-1, 0]","[37, 37]"
39,"[68, 988]","[164, 1039]",39,"[116.0, 1039]","[116.0, 988]","[68, 1013.5]","[164, 1013.5]","[45, 45]","[40, 40]","[34, 34]","[-1, 0]"
40,"[169, 991]","[341, 1032]",40,"[255.0, 1032]","[255.0, 991]","[169, 1011.5]","[341, 1011.5]","[46, 46]","[41, 41]","[-1, 0]","[39, 39]"
41,"[346, 995]","[430, 1036]",41,"[388.0, 1036]","[388.0, 995]","[346, 1015.5]","[430, 1015.5]","[48, 48]","[49, 49]","[-1, 0]","[47, 47]"
42,"[433, 988]","[486, 1039]",42,"[459.5, 1039]","[459.5, 988]","[433, 1013.5]","[486, 1013.5]","[-1, 0]","[43, 43]","[36, 36]","[48, 48]"
43,"[488, 995]","[561, 1036]",43,"[524.5, 1036]","[524.5, 995]","[488, 1015.5]","[561, 1015.5]","[49, 49]","[44, 44]","[36, 36]","[42, 42]"
44,"[566, 991]","[691, 1042]",44,"[628.5, 1042]","[628.5, 991]","[566, 1016.5]","[691, 1016.5]","[53, 53]","[-1, 0]","[38, 38]","[43, 43]"
45,"[70, 1042]","[225, 1094]",45,"[147.5, 1094]","[147.5, 1042]","[70, 1068.0]","[225, 1068.0]","[54, 54]","[47, 47]","[39, 39]","[-1, 0]"
46,"[215, 1042]","[261, 1087]",46,"[238.0, 1087]","[238.0, 1042]","[215, 1064.5]","[261, 1064.5]","[-1, 0]","[47, 47]","[40, 40]","[45, 45]"
47,"[266, 1039]","[358, 1090]",47,"[312.0, 1090]","[312.0, 1039]","[266, 1064.5]","[358, 1064.5]","[-1, 0]","[48, 48]","[-1, 0]","[46, 46]"
48,"[360, 1039]","[440, 1090]",48,"[400.0, 1090]","[400.0, 1039]","[360, 1064.5]","[440, 1064.5]","[51, 51]","[49, 49]","[41, 41]","[47, 47]"
49,"[445, 1032]","[679, 1094]",49,"[562.0, 1094]","[562.0, 1032]","[445, 1063.0]","[679, 1063.0]","[52, 52]","[-1, 0]","[43, 43]","[48, 48]"
50,"[70, 1087]","[292, 1148]",50,"[181.0, 1148]","[181.0, 1087]","[70, 1117.5]","[292, 1117.5]","[58, 58]","[51, 51]","[45, 45]","[-1, 0]"
51,"[295, 1090]","[452, 1142]",51,"[373.5, 1142]","[373.5, 1090]","[295, 1116.0]","[452, 1116.0]","[55, 55]","[56, 56]","[48, 48]","[50, 50]"
52,"[459, 1090]","[599, 1142]",52,"[529.0, 1142]","[529.0, 1090]","[459, 1116.0]","[599, 1116.0]","[56, 56]","[53, 53]","[49, 49]","[51, 51]"
53,"[604, 1090]","[665, 1135]",53,"[634.5, 1135]","[634.5, 1090]","[604, 1112.5]","[665, 1112.5]","[57, 57]","[-1, 0]","[44, 44]","[52, 52]"
54,"[70, 1138]","[247, 1200]",54,"[158.5, 1200]","[158.5, 1138]","[70, 1169.0]","[247, 1169.0]","[63, 63]","[59, 59]","[50, 50]","[-1, 0]"
55,"[247, 1142]","[445, 1193]",55,"[346.0, 1193]","[346.0, 1142]","[247, 1167.5]","[445, 1167.5]","[60, 60]","[56, 56]","[51, 51]","[54, 54]"
56,"[450, 1145]","[570, 1186]",56,"[510.0, 1186]","[510.0, 1145]","[450, 1165.5]","[570, 1165.5]","[61, 61]","[57, 57]","[52, 52]","[55, 55]"
57,"[575, 1138]","[701, 1189]",57,"[638.0, 1189]","[638.0, 1138]","[575, 1163.5]","[701, 1163.5]","[-1, 0]","[-1, 0]","[53, 53]","[56, 56]"
58,"[70, 1183]","[225, 1248]",58,"[147.5, 1248]","[147.5, 1183]","[70, 1215.5]","[225, 1215.5]","[67, 67]","[59, 59]","[54, 54]","[-1, 0]"
59,"[230, 1189]","[300, 1244]",59,"[265.0, 1244]","[265.0, 1189]","[230, 1216.5]","[300, 1216.5]","[-1, 0]","[64, 64]","[-1, 0]","[58, 58]"
60,"[305, 1193]","[486, 1244]",60,"[395.5, 1244]","[395.5, 1193]","[305, 1218.5]","[486, 1218.5]","[69, 69]","[62, 62]","[55, 55]","[63, 63]"
61,"[491, 1200]","[529, 1237]",61,"[510.0, 1237]","[510.0, 1200]","[491, 1218.5]","[529, 1218.5]","[-1, 0]","[62, 62]","[56, 56]","[64, 64]"
62,"[537, 1196]","[626, 1237]",62,"[581.5, 1237]","[581.5, 1196]","[537, 1216.5]","[626, 1216.5]","[65, 65]","[-1, 0]","[-1, 0]","[61, 61]"
63,"[65, 1230]","[307, 1306]",63,"[186.0, 1306]","[186.0, 1230]","[65, 1268.0]","[307, 1268.0]","[67, 67]","[64, 64]","[58, 58]","[-1, 0]"
64,"[300, 1241]","[493, 1292]",64,"[396.5, 1292]","[396.5, 1241]","[300, 1266.5]","[493, 1266.5]","[69, 69]","[65, 65]","[60, 60]","[63, 63]"
65,"[500, 1244]","[648, 1295]",65,"[574.0, 1295]","[574.0, 1244]","[500, 1269.5]","[648, 1269.5]","[70, 70]","[71, 71]","[62, 62]","[64, 64]"
66,"[65, 1282]","[147, 1354]",66,"[106.0, 1354]","[106.0, 1282]","[65, 1318.0]","[147, 1318.0]","[72, 72]","[67, 67]","[-1, 0]","[-1, 0]"
67,"[143, 1285]","[210, 1340]",67,"[176.5, 1340]","[176.5, 1285]","[143, 1312.5]","[210, 1312.5]","[78, 78]","[68, 68]","[63, 63]","[66, 66]"
68,"[215, 1295]","[338, 1336]",68,"[276.5, 1336]","[276.5, 1295]","[215, 1315.5]","[338, 1315.5]","[-1, 0]","[69, 69]","[-1, 0]","[67, 67]"
69,"[341, 1292]","[447, 1343]",69,"[394.0, 1343]","[394.0, 1292]","[341, 1317.5]","[447, 1317.5]","[74, 74]","[70, 70]","[64, 64]","[68, 68]"
70,"[454, 1289]","[645, 1350]",70,"[549.5, 1350]","[549.5, 1289]","[454, 1319.5]","[645, 1319.5]","[81, 81]","[77, 77]","[65, 65]","[74, 74]"
71,"[641, 1295]","[703, 1340]",71,"[672.0, 1340]","[672.0, 1295]","[641, 1317.5]","[703, 1317.5]","[77, 77]","[-1, 0]","[-1, 0]","[76, 76]"
72,"[68, 1343]","[191, 1395]",72,"[129.5, 1395]","[129.5, 1343]","[68, 1369.0]","[191, 1369.0]","[89, 89]","[74, 74]","[67, 67]","[-1, 0]"
73,"[198, 1350]","[237, 1388]",73,"[217.5, 1388]","[217.5, 1350]","[198, 1369.0]","[237, 1369.0]","[78, 78]","[74, 74]","[67, 67]","[72, 72]"
74,"[242, 1340]","[464, 1391]",74,"[353.0, 1391]","[353.0, 1340]","[242, 1365.5]","[464, 1365.5]","[79, 79]","[75, 75]","[69, 69]","[73, 73]"
75,"[466, 1343]","[553, 1395]",75,"[509.5, 1395]","[509.5, 1343]","[466, 1369.0]","[553, 1369.0]","[81, 81]","[76, 76]","[70, 70]","[74, 74]"
76,"[563, 1347]","[648, 1388]",76,"[605.5, 1388]","[605.5, 1347]","[563, 1367.5]","[648, 1367.5]","[-1, 0]","[77, 77]","[-1, 0]","[81, 81]"
77,"[655, 1347]","[749, 1388]",77,"[702.0, 1388]","[702.0, 1347]","[655, 1367.5]","[749, 1367.5]","[82, 82]","[-1, 0]","[71, 71]","[76, 76]"
78,"[63, 1377]","[336, 1463]",78,"[199.5, 1463]","[199.5, 1377]","[63, 1420.0]","[336, 1420.0]","[84, 84]","[80, 80]","[73, 73]","[-1, 0]"
79,"[329, 1395]","[372, 1439]",79,"[350.5, 1439]","[350.5, 1395]","[329, 1417.0]","[372, 1417.0]","[85, 85]","[80, 80]","[74, 74]","[78, 78]"
80,"[379, 1395]","[471, 1446]",80,"[425.0, 1446]","[425.0, 1395]","[379, 1420.5]","[471, 1420.5]","[86, 86]","[81, 81]","[-1, 0]","[85, 85]"
81,"[476, 1391]","[566, 1442]",81,"[521.0, 1442]","[521.0, 1391]","[476, 1416.5]","[566, 1416.5]","[87, 87]","[82, 82]","[75, 75]","[80, 80]"
82,"[570, 1398]","[764, 1449]",82,"[667.0, 1449]","[667.0, 1398]","[570, 1423.5]","[764, 1423.5]","[88, 88]","[-1, 0]","[77, 77]","[81, 81]"
83,"[109, 1442]","[225, 1497]",83,"[167.0, 1497]","[167.0, 1442]","[109, 1469.5]","[225, 1469.5]","[-1, 0]","[85, 85]","[78, 78]","[-1, 0]"
84,"[227, 1449]","[268, 1494]",84,"[247.5, 1494]","[247.5, 1449]","[227, 1471.5]","[268, 1471.5]","[440, 440]","[85, 85]","[78, 78]","[89, 89]"
85,"[271, 1442]","[377, 1497]",85,"[324.0, 1497]","[324.0, 1442]","[271, 1469.5]","[377, 1469.5]","[92, 92]","[86, 86]","[79, 79]","[89, 89]"
86,"[377, 1439]","[488, 1504]",86,"[432.5, 1504]","[432.5, 1439]","[377, 1471.5]","[488, 1471.5]","[442, 442]","[87, 87]","[80, 80]","[85, 85]"
87,"[491, 1439]","[624, 1500]",87,"[557.5, 1500]","[557.5, 1439]","[491, 1469.5]","[624, 1469.5]","[443, 443]","[444, 444]","[81, 81]","[86, 86]"
88,"[619, 1439]","[737, 1504]",88,"[678.0, 1504]","[678.0, 1439]","[619, 1471.5]","[737, 1471.5]","[444, 444]","[-1, 0]","[82, 82]","[87, 87]"
89,"[44, 1405]","[227, 1586]",89,"[135.5, 1586]","[135.5, 1405]","[44, 1495.5]","[227, 1495.5]","[97, 97]","[440, 440]","[72, 72]","[-1, 0]"
90,"[63, 1524]","[162, 1610]",90,"[112.5, 1610]","[112.5, 1524]","[63, 1567.0]","[162, 1567.0]","[97, 97]","[91, 91]","[-1, 0]","[-1, 0]"
91,"[160, 1542]","[292, 1603]",91,"[226.0, 1603]","[226.0, 1542]","[160, 1572.5]","[292, 1572.5]","[98, 98]","[92, 92]","[440, 440]","[90, 90]"
92,"[290, 1535]","[389, 1603]",92,"[339.5, 1603]","[339.5, 1535]","[290, 1569.0]","[389, 1569.0]","[100, 100]","[93, 93]","[441, 441]","[91, 91]"
93,"[392, 1548]","[435, 1593]",93,"[413.5, 1593]","[413.5, 1548]","[392, 1570.5]","[435, 1570.5]","[96, 96]","[442, 442]","[441, 441]","[92, 92]"
94,"[483, 1545]","[607, 1596]",94,"[545.0, 1596]","[545.0, 1545]","[483, 1570.5]","[607, 1570.5]","[-1, 0]","[95, 95]","[443, 443]","[442, 442]"
95,"[611, 1542]","[684, 1596]",95,"[647.5, 1596]","[647.5, 1542]","[611, 1569.0]","[684, 1569.0]","[618, 618]","[-1, 0]","[88, 88]","[94, 94]"
96,"[338, 1596]","[488, 1637]",96,"[413.0, 1637]","[413.0, 1596]","[338, 1616.5]","[488, 1616.5]","[-1, 0]","[618, 618]","[93, 93]","[98, 98]"
97,"[65, 1589]","[135, 1647]",97,"[100.0, 1647]","[100.0, 1589]","[65, 1618.0]","[135, 1618.0]","[99, 99]","[98, 98]","[90, 90]","[-1, 0]"
98,"[133, 1583]","[336, 1647]",98,"[234.5, 1647]","[234.5, 1583]","[133, 1615.0]","[336, 1615.0]","[101, 101]","[96, 96]","[440, 440]","[97, 97]"
99,"[70, 1647]","[232, 1688]",99,"[151.0, 1688]","[151.0, 1647]","[70, 1667.5]","[232, 1667.5]","[104, 104]","[101, 101]","[97, 97]","[-1, 0]"
100,"[324, 1644]","[382, 1688]",100,"[353.0, 1688]","[353.0, 1644]","[324, 1666.0]","[382, 1666.0]","[105, 105]","[102, 102]","[92, 92]","[101, 101]"
101,"[239, 1644]","[319, 1695]",101,"[279.0, 1695]","[279.0, 1644]","[239, 1669.5]","[319, 1669.5]","[-1, 0]","[100, 100]","[98, 98]","[99, 99]"
102,"[387, 1644]","[590, 1692]",102,"[488.5, 1692]","[488.5, 1644]","[387, 1668.0]","[590, 1668.0]","[106, 106]","[103, 103]","[-1, 0]","[100, 100]"
103,"[595, 1644]","[650, 1688]",103,"[622.5, 1688]","[622.5, 1644]","[595, 1666.0]","[650, 1666.0]","[107, 107]","[-1, 0]","[618, 618]","[102, 102]"
104,"[70, 1695]","[283, 1747]",104,"[176.5, 1747]","[176.5, 1695]","[70, 1721.0]","[283, 1721.0]","[-1, 0]","[105, 105]","[99, 99]","[-1, 0]"
105,"[290, 1699]","[430, 1750]",105,"[360.0, 1750]","[360.0, 1699]","[290, 1724.5]","[430, 1724.5]","[-1, 0]","[111, 111]","[100, 100]","[104, 104]"
106,"[440, 1702]","[541, 1743]",106,"[490.5, 1743]","[490.5, 1702]","[440, 1722.5]","[541, 1722.5]","[111, 111]","[107, 107]","[102, 102]","[105, 105]"
107,"[544, 1692]","[616, 1747]",107,"[580.0, 1747]","[580.0, 1692]","[544, 1719.5]","[616, 1719.5]","[112, 112]","[108, 108]","[618, 618]","[106, 106]"
108,"[614, 1682]","[740, 1774]",108,"[677.0, 1774]","[677.0, 1682]","[614, 1728.0]","[740, 1728.0]","[116, 116]","[-1, 0]","[-1, 0]","[107, 107]"
109,"[68, 1743]","[133, 1798]",109,"[100.5, 1798]","[100.5, 1743]","[68, 1770.5]","[133, 1770.5]","[117, 117]","[110, 110]","[-1, 0]","[-1, 0]"
110,"[138, 1747]","[404, 1798]",110,"[271.0, 1798]","[271.0, 1747]","[138, 1772.5]","[404, 1772.5]","[-1, 0]","[115, 115]","[-1, 0]","[109, 109]"
111,"[413, 1747]","[568, 1798]",111,"[490.5, 1798]","[490.5, 1747]","[413, 1772.5]","[568, 1772.5]","[115, 115]","[112, 112]","[106, 106]","[110, 110]"
112,"[573, 1743]","[670, 1798]",112,"[621.5, 1798]","[621.5, 1743]","[573, 1770.5]","[670, 1770.5]","[122, 122]","[-1, 0]","[107, 107]","[111, 111]"
113,"[70, 1798]","[239, 1849]",113,"[154.5, 1849]","[154.5, 1798]","[70, 1823.5]","[239, 1823.5]","[118, 118]","[119, 119]","[-1, 0]","[-1, 0]"
114,"[247, 1798]","[404, 1849]",114,"[325.5, 1849]","[325.5, 1798]","[247, 1823.5]","[404, 1823.5]","[-1, 0]","[115, 115]","[-1, 0]","[113, 113]"
115,"[411, 1798]","[609, 1849]",115,"[510.0, 1849]","[510.0, 1798]","[411, 1823.5]","[609, 1823.5]","[-1, 0]","[122, 122]","[111, 111]","[114, 114]"
116,"[611, 1791]","[732, 1846]",116,"[671.5, 1846]","[671.5, 1791]","[611, 1818.5]","[732, 1818.5]","[122, 122]","[-1, 0]","[112, 112]","[121, 121]"
117,"[68, 1839]","[143, 1894]",117,"[105.5, 1894]","[105.5, 1839]","[68, 1866.5]","[143, 1866.5]","[-1, 0]","[118, 118]","[113, 113]","[-1, 0]"
118,"[145, 1849]","[220, 1890]",118,"[182.5, 1890]","[182.5, 1849]","[145, 1869.5]","[220, 1869.5]","[-1, 0]","[119, 119]","[113, 113]","[117, 117]"
119,"[232, 1849]","[292, 1894]",119,"[262.0, 1894]","[262.0, 1849]","[232, 1871.5]","[292, 1871.5]","[-1, 0]","[120, 120]","[-1, 0]","[118, 118]"
120,"[305, 1849]","[517, 1900]",120,"[411.0, 1900]","[411.0, 1849]","[305, 1874.5]","[517, 1874.5]","[-1, 0]","[121, 121]","[-1, 0]","[119, 119]"
121,"[524, 1849]","[609, 1890]",121,"[566.5, 1890]","[566.5, 1849]","[524, 1869.5]","[609, 1869.5]","[-1, 0]","[122, 122]","[-1, 0]","[120, 120]"
122,"[616, 1832]","[689, 1900]",122,"[652.5, 1900]","[652.5, 1832]","[616, 1866.0]","[689, 1866.0]","[-1, 0]","[-1, 0]","[116, 116]","[121, 121]"
123,"[56, 2017]","[155, 2071]",123,"[105.5, 2071]","[105.5, 2017]","[56, 2044.0]","[155, 2044.0]","[127, 127]","[124, 124]","[-1, 0]","[-1, 0]"
124,"[169, 2020]","[300, 2071]",124,"[234.5, 2071]","[234.5, 2020]","[169, 2045.5]","[300, 2045.5]","[-1, 0]","[125, 125]","[-1, 0]","[123, 123]"
125,"[312, 2017]","[370, 2075]",125,"[341.0, 2075]","[341.0, 2017]","[312, 2046.0]","[370, 2046.0]","[128, 128]","[126, 126]","[-1, 0]","[124, 124]"
126,"[377, 2013]","[508, 2075]",126,"[442.5, 2075]","[442.5, 2013]","[377, 2044.0]","[508, 2044.0]","[129, 129]","[-1, 0]","[-1, 0]","[125, 125]"
127,"[68, 2078]","[205, 2140]",127,"[136.5, 2140]","[136.5, 2078]","[68, 2109.0]","[205, 2109.0]","[130, 130]","[128, 128]","[123, 123]","[-1, 0]"
128,"[213, 2082]","[445, 2143]",128,"[329.0, 2143]","[329.0, 2082]","[213, 2112.5]","[445, 2112.5]","[131, 131]","[129, 129]","[125, 125]","[127, 127]"
129,"[454, 2085]","[527, 2140]",129,"[490.5, 2140]","[490.5, 2085]","[454, 2112.5]","[527, 2112.5]","[-1, 0]","[-1, 0]","[126, 126]","[128, 128]"
130,"[65, 2143]","[167, 2211]",130,"[116.0, 2211]","[116.0, 2143]","[65, 2177.0]","[167, 2177.0]","[132, 132]","[131, 131]","[127, 127]","[-1, 0]"
131,"[174, 2143]","[558, 2205]",131,"[366.0, 2205]","[366.0, 2143]","[174, 2174.0]","[558, 2174.0]","[-1, 0]","[-1, 0]","[128, 128]","[130, 130]"
132,"[68, 2201]","[172, 2270]",132,"[120.0, 2270]","[120.0, 2201]","[68, 2235.5]","[172, 2235.5]","[136, 136]","[133, 133]","[130, 130]","[-1, 0]"
133,"[184, 2205]","[312, 2256]",133,"[248.0, 2256]","[248.0, 2205]","[184, 2230.5]","[312, 2230.5]","[-1, 0]","[134, 134]","[-1, 0]","[132, 132]"
134,"[321, 2205]","[551, 2270]",134,"[436.0, 2270]","[436.0, 2205]","[321, 2237.5]","[551, 2237.5]","[-1, 0]","[135, 135]","[-1, 0]","[133, 133]"
135,"[563, 2215]","[633, 2273]",135,"[598.0, 2273]","[598.0, 2215]","[563, 2244.0]","[633, 2244.0]","[-1, 0]","[-1, 0]","[-1, 0]","[134, 134]"
136,"[65, 2270]","[169, 2334]",136,"[117.0, 2334]","[117.0, 2270]","[65, 2302.0]","[169, 2302.0]","[-1, 0]","[137, 137]","[132, 132]","[-1, 0]"
137,"[174, 2273]","[454, 2334]",137,"[314.0, 2334]","[314.0, 2273]","[174, 2303.5]","[454, 2303.5]","[-1, 0]","[641, 641]","[-1, 0]","[136, 136]"
138,"[68, 2317]","[338, 2389]",138,"[203.0, 2389]","[203.0, 2317]","[68, 2353.0]","[338, 2353.0]","[140, 140]","[-1, 0]","[-1, 0]","[-1, 0]"
139,"[63, 2403]","[143, 2488]",139,"[103.0, 2488]","[103.0, 2403]","[63, 2445.5]","[143, 2445.5]","[656, 656]","[140, 140]","[-1, 0]","[-1, 0]"
140,"[135, 2393]","[220, 2444]",140,"[177.5, 2444]","[177.5, 2393]","[135, 2418.5]","[220, 2418.5]","[-1, 0]","[-1, 0]","[138, 138]","[139, 139]"
141,"[278, 2403]","[367, 2440]",141,"[322.5, 2440]","[322.5, 2403]","[278, 2421.5]","[367, 2421.5]","[-1, 0]","[142, 142]","[-1, 0]","[-1, 0]"
142,"[389, 2403]","[498, 2440]",142,"[443.5, 2440]","[443.5, 2403]","[389, 2421.5]","[498, 2421.5]","[-1, 0]","[143, 143]","[-1, 0]","[141, 141]"
143,"[510, 2389]","[730, 2437]",143,"[620.0, 2437]","[620.0, 2389]","[510, 2413.0]","[730, 2413.0]","[-1, 0]","[-1, 0]","[-1, 0]","[142, 142]"
144,"[65, 2591]","[268, 2666]",144,"[166.5, 2666]","[166.5, 2591]","[65, 2628.5]","[268, 2628.5]","[150, 150]","[145, 145]","[667, 667]","[-1, 0]"
145,"[261, 2604]","[343, 2656]",145,"[302.0, 2656]","[302.0, 2604]","[261, 2630.0]","[343, 2630.0]","[151, 151]","[670, 670]","[669, 669]","[151, 151]"
146,"[348, 2594]","[411, 2649]",146,"[379.5, 2649]","[379.5, 2594]","[348, 2621.5]","[411, 2621.5]","[152, 152]","[147, 147]","[-1, 0]","[669, 669]"
147,"[413, 2608]","[481, 2649]",147,"[447.0, 2649]","[447.0, 2608]","[413, 2628.5]","[481, 2628.5]","[153, 153]","[153, 153]","[670, 670]","[146, 146]"
148,"[481, 2601]","[689, 2663]",148,"[585.0, 2663]","[585.0, 2601]","[481, 2632.0]","[689, 2632.0]","[683, 683]","[149, 149]","[671, 671]","[147, 147]"
149,"[686, 2598]","[778, 2652]",149,"[732.0, 2652]","[732.0, 2598]","[686, 2625.0]","[778, 2625.0]","[155, 155]","[-1, 0]","[672, 672]","[671, 671]"
150,"[68, 2642]","[242, 2707]",150,"[155.0, 2707]","[155.0, 2642]","[68, 2674.5]","[242, 2674.5]","[700, 700]","[152, 152]","[667, 667]","[-1, 0]"
151,"[247, 2659]","[268, 2697]",151,"[257.5, 2697]","[257.5, 2659]","[247, 2678.0]","[268, 2678.0]","[680, 680]","[152, 152]","[145, 145]","[150, 150]"
