Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
29,"[2074, 482]","[2183, 547]",29,"[2128.5, 547]","[2128.5, 482]","[2074, 514.5]","[2183, 514.5]","[36, 36]","[-1, 0]","[-1, 0]","[28, 28]"
30,"[1341, 557]","[1462, 636]",30,"[1401.5, 636]","[1401.5, 557]","[1341, 596.5]","[1462, 596.5]","[37, 37]","[31, 31]","[-1, 0]","[-1, 0]"
31,"[1479, 557]","[1578, 636]",31,"[1528.5, 636]","[1528.5, 557]","[1479, 596.5]","[1578, 596.5]","[38, 38]","[32, 32]","[24, 24]","[30, 30]"
32,"[1598, 561]","[1733, 622]",32,"[1665.5, 622]","[1665.5, 561]","[1598, 591.5]","[1733, 591.5]","[39, 39]","[33, 33]","[26, 26]","[31, 31]"
33,"[1755, 561]","[1815, 622]",33,"[1785.0, 622]","[1785.0, 561]","[1755, 591.5]","[1815, 591.5]","[-1, 0]","[34, 34]","[26, 26]","[32, 32]"
34,"[1839, 564]","[1953, 619]",34,"[1896.0, 619]","[1896.0, 564]","[1839, 591.5]","[1953, 591.5]","[41, 41]","[35, 35]","[27, 27]","[33, 33]"
35,"[1977, 557]","[2042, 636]",35,"[2009.5, 636]","[2009.5, 557]","[1977, 596.5]","[2042, 596.5]","[42, 42]","[36, 36]","[28, 28]","[34, 34]"
36,"[2059, 561]","[2178, 625]",36,"[2118.5, 625]","[2118.5, 561]","[2059, 593.0]","[2178, 593.0]","[43, 43]","[-1, 0]","[29, 29]","[35, 35]"
37,"[1344, 639]","[1443, 718]",37,"[1393.5, 718]","[1393.5, 639]","[1344, 678.5]","[1443, 678.5]","[44, 44]","[38, 38]","[30, 30]","[-1, 0]"
38,"[1465, 639]","[1600, 718]",38,"[1532.5, 718]","[1532.5, 639]","[1465, 678.5]","[1600, 678.5]","[45, 45]","[39, 39]","[31, 31]","[37, 37]"
39,"[1624, 643]","[1660, 718]",39,"[1642.0, 718]","[1642.0, 643]","[1624, 680.5]","[1660, 680.5]","[47, 47]","[40, 40]","[32, 32]","[38, 38]"
40,"[1682, 646]","[1772, 714]",40,"[1727.0, 714]","[1727.0, 646]","[1682, 680.0]","[1772, 680.0]","[48, 48]","[41, 41]","[-1, 0]","[39, 39]"
41,"[1793, 639]","[1924, 714]",41,"[1858.5, 714]","[1858.5, 639]","[1793, 676.5]","[1924, 676.5]","[49, 49]","[42, 42]","[34, 34]","[40, 40]"
42,"[1943, 643]","[2069, 708]",42,"[2006.0, 708]","[2006.0, 643]","[1943, 675.5]","[2069, 675.5]","[50, 50]","[43, 43]","[35, 35]","[41, 41]"
43,"[2093, 643]","[2178, 697]",43,"[2135.5, 697]","[2135.5, 643]","[2093, 670.0]","[2178, 670.0]","[51, 51]","[-1, 0]","[36, 36]","[42, 42]"
44,"[1344, 721]","[1436, 790]",44,"[1390.0, 790]","[1390.0, 721]","[1344, 755.5]","[1436, 755.5]","[52, 52]","[45, 45]","[37, 37]","[-1, 0]"
45,"[1450, 721]","[1569, 786]",45,"[1509.5, 786]","[1509.5, 721]","[1450, 753.5]","[1569, 753.5]","[53, 53]","[46, 46]","[38, 38]","[44, 44]"
46,"[1581, 718]","[1627, 786]",46,"[1604.0, 786]","[1604.0, 718]","[1581, 752.0]","[1627, 752.0]","[54, 54]","[47, 47]","[39, 39]","[45, 45]"
47,"[1636, 718]","[1738, 796]",47,"[1687.0, 796]","[1687.0, 718]","[1636, 757.0]","[1738, 757.0]","[54, 54]","[48, 48]","[40, 40]","[46, 46]"
48,"[1750, 718]","[1791, 790]",48,"[1770.5, 790]","[1770.5, 718]","[1750, 754.0]","[1791, 754.0]","[55, 55]","[49, 49]","[40, 40]","[47, 47]"
49,"[1808, 735]","[1909, 790]",49,"[1858.5, 790]","[1858.5, 735]","[1808, 762.5]","[1909, 762.5]","[56, 56]","[50, 50]","[41, 41]","[48, 48]"
50,"[1926, 731]","[2100, 783]",50,"[2013.0, 783]","[2013.0, 731]","[1926, 757.0]","[2100, 757.0]","[57, 57]","[51, 51]","[42, 42]","[49, 49]"
51,"[2120, 728]","[2180, 786]",51,"[2150.0, 786]","[2150.0, 728]","[2120, 757.0]","[2180, 757.0]","[58, 58]","[-1, 0]","[43, 43]","[50, 50]"
52,"[1339, 800]","[1455, 865]",52,"[1397.0, 865]","[1397.0, 800]","[1339, 832.5]","[1455, 832.5]","[59, 59]","[53, 53]","[44, 44]","[-1, 0]"
53,"[1479, 800]","[1578, 865]",53,"[1528.5, 865]","[1528.5, 800]","[1479, 832.5]","[1578, 832.5]","[60, 60]","[54, 54]","[45, 45]","[52, 52]"
54,"[1600, 796]","[1709, 875]",54,"[1654.5, 875]","[1654.5, 796]","[1600, 835.5]","[1709, 835.5]","[61, 61]","[55, 55]","[47, 47]","[53, 53]"
55,"[1726, 796]","[1793, 875]",55,"[1759.5, 875]","[1759.5, 796]","[1726, 835.5]","[1793, 835.5]","[62, 62]","[56, 56]","[48, 48]","[54, 54]"
56,"[1830, 800]","[1931, 868]",56,"[1880.5, 868]","[1880.5, 800]","[1830, 834.0]","[1931, 834.0]","[64, 64]","[57, 57]","[49, 49]","[55, 55]"
57,"[1951, 800]","[2040, 865]",57,"[1995.5, 865]","[1995.5, 800]","[1951, 832.5]","[2040, 832.5]","[65, 65]","[58, 58]","[50, 50]","[56, 56]"
58,"[2062, 810]","[2180, 861]",58,"[2121.0, 861]","[2121.0, 810]","[2062, 835.5]","[2180, 835.5]","[66, 66]","[-1, 0]","[51, 51]","[57, 57]"
59,"[1339, 878]","[1428, 943]",59,"[1383.5, 943]","[1383.5, 878]","[1339, 910.5]","[1428, 910.5]","[67, 67]","[60, 60]","[52, 52]","[-1, 0]"
60,"[1445, 896]","[1590, 937]",60,"[1517.5, 937]","[1517.5, 896]","[1445, 916.5]","[1590, 916.5]","[-1, 0]","[61, 61]","[53, 53]","[59, 59]"
61,"[1610, 878]","[1699, 943]",61,"[1654.5, 943]","[1654.5, 878]","[1610, 910.5]","[1699, 910.5]","[68, 68]","[62, 62]","[54, 54]","[60, 60]"
62,"[1714, 892]","[1776, 947]",62,"[1745.0, 947]","[1745.0, 892]","[1714, 919.5]","[1776, 919.5]","[69, 69]","[63, 63]","[55, 55]","[61, 61]"
63,"[1791, 882]","[1897, 950]",63,"[1844.0, 950]","[1844.0, 882]","[1791, 916.0]","[1897, 916.0]","[-1, 0]","[65, 65]","[56, 56]","[62, 62]"
64,"[1917, 899]","[1938, 940]",64,"[1927.5, 940]","[1927.5, 899]","[1917, 919.5]","[1938, 919.5]","[70, 70]","[65, 65]","[56, 56]","[63, 63]"
65,"[1958, 882]","[2088, 943]",65,"[2023.0, 943]","[2023.0, 882]","[1958, 912.5]","[2088, 912.5]","[71, 71]","[66, 66]","[57, 57]","[64, 64]"
66,"[2120, 878]","[2180, 940]",66,"[2150.0, 940]","[2150.0, 878]","[2120, 909.0]","[2180, 909.0]","[72, 72]","[-1, 0]","[58, 58]","[65, 65]"
67,"[1341, 957]","[1542, 1019]",67,"[1441.5, 1019]","[1441.5, 957]","[1341, 988.0]","[1542, 988.0]","[73, 73]","[68, 68]","[59, 59]","[-1, 0]"
68,"[1566, 974]","[1636, 1029]",68,"[1601.0, 1029]","[1601.0, 974]","[1566, 1001.5]","[1636, 1001.5]","[74, 74]","[69, 69]","[61, 61]","[67, 67]"
69,"[1697, 960]","[1803, 1029]",69,"[1750.0, 1029]","[1750.0, 960]","[1697, 994.5]","[1803, 994.5]","[75, 75]","[70, 70]","[62, 62]","[68, 68]"
70,"[1827, 967]","[1984, 1019]",70,"[1905.5, 1019]","[1905.5, 967]","[1827, 993.0]","[1984, 993.0]","[76, 76]","[71, 71]","[64, 64]","[69, 69]"
71,"[2009, 960]","[2054, 1025]",71,"[2031.5, 1025]","[2031.5, 960]","[2009, 992.5]","[2054, 992.5]","[77, 77]","[72, 72]","[65, 65]","[70, 70]"
72,"[2091, 960]","[2185, 1025]",72,"[2138.0, 1025]","[2138.0, 960]","[2091, 992.5]","[2185, 992.5]","[78, 78]","[-1, 0]","[66, 66]","[71, 71]"
73,"[1341, 1036]","[1474, 1111]",73,"[1407.5, 1111]","[1407.5, 1036]","[1341, 1073.5]","[1474, 1073.5]","[80, 80]","[74, 74]","[67, 67]","[-1, 0]"
74,"[1503, 1039]","[1622, 1107]",74,"[1562.5, 1107]","[1562.5, 1039]","[1503, 1073.0]","[1622, 1073.0]","[81, 81]","[75, 75]","[68, 68]","[73, 73]"
75,"[1658, 1042]","[1769, 1111]",75,"[1713.5, 1111]","[1713.5, 1042]","[1658, 1076.5]","[1769, 1076.5]","[82, 82]","[76, 76]","[69, 69]","[74, 74]"
76,"[1803, 1042]","[1934, 1104]",76,"[1868.5, 1104]","[1868.5, 1042]","[1803, 1073.0]","[1934, 1073.0]","[83, 83]","[77, 77]","[70, 70]","[75, 75]"
77,"[1982, 1042]","[2086, 1111]",77,"[2034.0, 1111]","[2034.0, 1042]","[1982, 1076.5]","[2086, 1076.5]","[84, 84]","[78, 78]","[71, 71]","[76, 76]"
78,"[2115, 1042]","[2180, 1114]",78,"[2147.5, 1114]","[2147.5, 1042]","[2115, 1078.0]","[2180, 1078.0]","[85, 85]","[-1, 0]","[72, 72]","[77, 77]"
79,"[1339, 1111]","[1424, 1200]",79,"[1381.5, 1200]","[1381.5, 1111]","[1339, 1155.5]","[1424, 1155.5]","[275, 275]","[80, 80]","[73, 73]","[-1, 0]"
80,"[1436, 1111]","[1477, 1196]",80,"[1456.5, 1196]","[1456.5, 1111]","[1436, 1153.5]","[1477, 1153.5]","[276, 276]","[81, 81]","[73, 73]","[79, 79]"
81,"[1537, 1131]","[1612, 1189]",81,"[1574.5, 1189]","[1574.5, 1131]","[1537, 1160.0]","[1612, 1160.0]","[277, 277]","[82, 82]","[74, 74]","[80, 80]"
82,"[1631, 1114]","[1745, 1196]",82,"[1688.0, 1196]","[1688.0, 1114]","[1631, 1155.0]","[1745, 1155.0]","[278, 278]","[83, 83]","[75, 75]","[81, 81]"
83,"[1760, 1118]","[1919, 1179]",83,"[1839.5, 1179]","[1839.5, 1118]","[1760, 1148.5]","[1919, 1148.5]","[-1, 0]","[84, 84]","[76, 76]","[82, 82]"
84,"[1958, 1118]","[2004, 1183]",84,"[1981.0, 1183]","[1981.0, 1118]","[1958, 1150.5]","[2004, 1150.5]","[-1, 0]","[85, 85]","[77, 77]","[83, 83]"
85,"[2028, 1118]","[2178, 1179]",85,"[2103.0, 1179]","[2103.0, 1118]","[2028, 1148.5]","[2178, 1148.5]","[-1, 0]","[-1, 0]","[78, 78]","[84, 84]"
86,"[437, 352]","[616, 414]",86,"[526.5, 414]","[526.5, 352]","[437, 383.0]","[616, 383.0]","[93, 93]","[87, 87]","[-1, 0]","[-1, 0]"
87,"[672, 349]","[732, 407]",87,"[702.0, 407]","[702.0, 349]","[672, 378.0]","[732, 378.0]","[94, 94]","[88, 88]","[-1, 0]","[86, 86]"
88,"[766, 345]","[916, 420]",88,"[841.0, 420]","[841.0, 345]","[766, 382.5]","[916, 382.5]","[95, 95]","[89, 89]","[-1, 0]","[87, 87]"
89,"[928, 355]","[1010, 410]",89,"[969.0, 410]","[969.0, 355]","[928, 382.5]","[1010, 382.5]","[97, 97]","[-1, 0]","[-1, 0]","[88, 88]"
90,"[1080, 345]","[1167, 417]",90,"[1123.5, 417]","[1123.5, 345]","[1080, 381.0]","[1167, 381.0]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
91,"[331, 427]","[408, 485]",91,"[369.5, 485]","[369.5, 427]","[331, 456.0]","[408, 456.0]","[-1, 0]","[92, 92]","[-1, 0]","[-1, 0]"
92,"[430, 431]","[515, 485]",92,"[472.5, 485]","[472.5, 431]","[430, 458.0]","[515, 458.0]","[98, 98]","[93, 93]","[86, 86]","[91, 91]"
93,"[534, 431]","[604, 502]",93,"[569.0, 502]","[569.0, 431]","[534, 466.5]","[604, 466.5]","[99, 99]","[94, 94]","[86, 86]","[92, 92]"
94,"[626, 434]","[761, 485]",94,"[693.5, 485]","[693.5, 434]","[626, 459.5]","[761, 459.5]","[100, 100]","[95, 95]","[87, 87]","[93, 93]"
95,"[786, 431]","[844, 489]",95,"[815.0, 489]","[815.0, 431]","[786, 460.0]","[844, 460.0]","[101, 101]","[96, 96]","[88, 88]","[94, 94]"
96,"[863, 427]","[952, 496]",96,"[907.5, 496]","[907.5, 427]","[863, 461.5]","[952, 461.5]","[102, 102]","[97, 97]","[-1, 0]","[95, 95]"
97,"[969, 424]","[1071, 489]",97,"[1020.0, 489]","[1020.0, 424]","[969, 456.5]","[1071, 456.5]","[-1, 0]","[-1, 0]","[89, 89]","[96, 96]"
98,"[442, 530]","[527, 602]",98,"[484.5, 602]","[484.5, 530]","[442, 566.0]","[527, 566.0]","[105, 105]","[99, 99]","[92, 92]","[-1, 0]"
99,"[563, 530]","[657, 584]",99,"[610.0, 584]","[610.0, 530]","[563, 557.0]","[657, 557.0]","[107, 107]","[100, 100]","[93, 93]","[98, 98]"
100,"[699, 530]","[735, 584]",100,"[717.0, 584]","[717.0, 530]","[699, 557.0]","[735, 557.0]","[108, 108]","[101, 101]","[94, 94]","[99, 99]"
101,"[778, 537]","[844, 595]",101,"[811.0, 595]","[811.0, 537]","[778, 566.0]","[844, 566.0]","[108, 108]","[102, 102]","[95, 95]","[100, 100]"
102,"[887, 523]","[986, 591]",102,"[936.5, 591]","[936.5, 523]","[887, 557.0]","[986, 557.0]","[109, 109]","[103, 103]","[96, 96]","[101, 101]"
103,"[1037, 537]","[1160, 588]",103,"[1098.5, 588]","[1098.5, 537]","[1037, 562.5]","[1160, 562.5]","[-1, 0]","[-1, 0]","[-1, 0]","[102, 102]"
104,"[331, 605]","[406, 673]",104,"[368.5, 673]","[368.5, 605]","[331, 639.0]","[406, 639.0]","[-1, 0]","[105, 105]","[-1, 0]","[-1, 0]"
105,"[430, 605]","[500, 677]",105,"[465.0, 677]","[465.0, 605]","[430, 641.0]","[500, 641.0]","[111, 111]","[106, 106]","[98, 98]","[104, 104]"
106,"[522, 605]","[587, 680]",106,"[554.5, 680]","[554.5, 605]","[522, 642.5]","[587, 642.5]","[112, 112]","[107, 107]","[99, 99]","[105, 105]"
107,"[614, 622]","[686, 680]",107,"[650.0, 680]","[650.0, 622]","[614, 651.0]","[686, 651.0]","[112, 112]","[108, 108]","[99, 99]","[106, 106]"
108,"[711, 605]","[827, 670]",108,"[769.0, 670]","[769.0, 605]","[711, 637.5]","[827, 637.5]","[113, 113]","[109, 109]","[101, 101]","[107, 107]"
109,"[848, 612]","[909, 667]",109,"[878.5, 667]","[878.5, 612]","[848, 639.5]","[909, 639.5]","[114, 114]","[110, 110]","[102, 102]","[108, 108]"
110,"[933, 622]","[1114, 673]",110,"[1023.5, 673]","[1023.5, 622]","[933, 647.5]","[1114, 647.5]","[115, 115]","[-1, 0]","[-1, 0]","[109, 109]"
111,"[440, 704]","[529, 776]",111,"[484.5, 776]","[484.5, 704]","[440, 740.0]","[529, 740.0]","[119, 119]","[112, 112]","[105, 105]","[-1, 0]"
112,"[561, 711]","[636, 779]",112,"[598.5, 779]","[598.5, 711]","[561, 745.0]","[636, 745.0]","[120, 120]","[113, 113]","[107, 107]","[111, 111]"
113,"[665, 714]","[858, 766]",113,"[761.5, 766]","[761.5, 714]","[665, 740.0]","[858, 740.0]","[121, 121]","[114, 114]","[108, 108]","[112, 112]"
114,"[887, 704]","[926, 759]",114,"[906.5, 759]","[906.5, 704]","[887, 731.5]","[926, 731.5]","[122, 122]","[115, 115]","[109, 109]","[113, 113]"
115,"[947, 704]","[1078, 755]",115,"[1012.5, 755]","[1012.5, 704]","[947, 729.5]","[1078, 729.5]","[-1, 0]","[116, 116]","[110, 110]","[114, 114]"
116,"[1100, 697]","[1167, 762]",116,"[1133.5, 762]","[1133.5, 697]","[1100, 729.5]","[1167, 729.5]","[123, 123]","[-1, 0]","[-1, 0]","[115, 115]"
117,"[331, 779]","[375, 844]",117,"[353.0, 844]","[353.0, 779]","[331, 811.5]","[375, 811.5]","[-1, 0]","[118, 118]","[-1, 0]","[-1, 0]"
118,"[394, 776]","[474, 844]",118,"[434.0, 844]","[434.0, 776]","[394, 810.0]","[474, 810.0]","[124, 124]","[119, 119]","[111, 111]","[117, 117]"
119,"[493, 783]","[558, 841]",119,"[525.5, 841]","[525.5, 783]","[493, 812.0]","[558, 812.0]","[-1, 0]","[120, 120]","[111, 111]","[118, 118]"
120,"[580, 779]","[696, 844]",120,"[638.0, 844]","[638.0, 779]","[580, 811.5]","[696, 811.5]","[125, 125]","[121, 121]","[112, 112]","[119, 119]"
121,"[713, 790]","[773, 848]",121,"[743.0, 848]","[743.0, 790]","[713, 819.0]","[773, 819.0]","[126, 126]","[122, 122]","[113, 113]","[120, 120]"
122,"[793, 796]","[974, 858]",122,"[883.5, 858]","[883.5, 796]","[793, 827.0]","[974, 827.0]","[128, 128]","[-1, 0]","[114, 114]","[121, 121]"
123,"[1044, 796]","[1124, 837]",123,"[1084.0, 837]","[1084.0, 796]","[1044, 816.5]","[1124, 816.5]","[130, 130]","[-1, 0]","[116, 116]","[-1, 0]"
124,"[437, 885]","[520, 957]",124,"[478.5, 957]","[478.5, 885]","[437, 921.0]","[520, 921.0]","[132, 132]","[125, 125]","[118, 118]","[-1, 0]"
125,"[551, 882]","[667, 947]",125,"[609.0, 947]","[609.0, 882]","[551, 914.5]","[667, 914.5]","[133, 133]","[126, 126]","[120, 120]","[124, 124]"
126,"[682, 896]","[790, 950]",126,"[736.0, 950]","[736.0, 896]","[682, 923.0]","[790, 923.0]","[134, 134]","[127, 127]","[121, 121]","[125, 125]"
127,"[807, 885]","[841, 950]",127,"[824.0, 950]","[824.0, 885]","[807, 917.5]","[841, 917.5]","[135, 135]","[128, 128]","[-1, 0]","[126, 126]"
128,"[863, 885]","[938, 943]",128,"[900.5, 943]","[900.5, 885]","[863, 914.0]","[938, 914.0]","[136, 136]","[129, 129]","[122, 122]","[127, 127]"
129,"[960, 885]","[1027, 950]",129,"[993.5, 950]","[993.5, 885]","[960, 917.5]","[1027, 917.5]","[137, 137]","[130, 130]","[-1, 0]","[128, 128]"
130,"[1044, 882]","[1160, 947]",130,"[1102.0, 947]","[1102.0, 882]","[1044, 914.5]","[1160, 914.5]","[138, 138]","[-1, 0]","[123, 123]","[129, 129]"
131,"[329, 964]","[394, 1022]",131,"[361.5, 1022]","[361.5, 964]","[329, 993.0]","[394, 993.0]","[-1, 0]","[132, 132]","[-1, 0]","[-1, 0]"
132,"[406, 974]","[592, 1036]",132,"[499.0, 1036]","[499.0, 974]","[406, 1005.0]","[592, 1005.0]","[-1, 0]","[133, 133]","[124, 124]","[131, 131]"
133,"[604, 957]","[694, 1025]",133,"[649.0, 1025]","[649.0, 957]","[604, 991.0]","[694, 991.0]","[-1, 0]","[134, 134]","[125, 125]","[132, 132]"
134,"[706, 957]","[802, 1025]",134,"[754.0, 1025]","[754.0, 957]","[706, 991.0]","[802, 991.0]","[-1, 0]","[135, 135]","[126, 126]","[133, 133]"
135,"[815, 957]","[923, 1036]",135,"[869.0, 1036]","[869.0, 957]","[815, 996.5]","[923, 996.5]","[-1, 0]","[136, 136]","[128, 128]","[134, 134]"
136,"[935, 957]","[979, 1022]",136,"[957.0, 1022]","[957.0, 957]","[935, 989.5]","[979, 989.5]","[-1, 0]","[137, 137]","[129, 129]","[135, 135]"
137,"[989, 960]","[1107, 1025]",137,"[1048.0, 1025]","[1048.0, 960]","[989, 992.5]","[1107, 992.5]","[-1, 0]","[138, 138]","[130, 130]","[136, 136]"
138,"[1124, 960]","[1146, 1015]",138,"[1135.0, 1015]","[1135.0, 960]","[1124, 987.5]","[1146, 987.5]","[-1, 0]","[-1, 0]","[130, 130]","[137, 137]"
139,"[435, 1111]","[503, 1169]",139,"[469.0, 1169]","[469.0, 1111]","[435, 1140.0]","[503, 1140.0]","[-1, 0]","[140, 140]","[-1, 0]","[-1, 0]"
140,"[527, 1128]","[614, 1169]",140,"[570.5, 1169]","[570.5, 1128]","[527, 1148.5]","[614, 1148.5]","[146, 146]","[141, 141]","[-1, 0]","[139, 139]"
141,"[638, 1128]","[810, 1166]",141,"[724.0, 1166]","[724.0, 1128]","[638, 1147.0]","[810, 1147.0]","[147, 147]","[142, 142]","[-1, 0]","[140, 140]"
142,"[831, 1114]","[921, 1169]",142,"[876.0, 1169]","[876.0, 1114]","[831, 1141.5]","[921, 1141.5]","[148, 148]","[143, 143]","[-1, 0]","[141, 141]"
143,"[955, 1111]","[1037, 1179]",143,"[996.0, 1179]","[996.0, 1111]","[955, 1145.0]","[1037, 1145.0]","[149, 149]","[144, 144]","[-1, 0]","[142, 142]"
144,"[1059, 1121]","[1158, 1176]",144,"[1108.5, 1176]","[1108.5, 1121]","[1059, 1148.5]","[1158, 1148.5]","[150, 150]","[-1, 0]","[-1, 0]","[143, 143]"
145,"[324, 1189]","[416, 1254]",145,"[370.0, 1254]","[370.0, 1189]","[324, 1221.5]","[416, 1221.5]","[151, 151]","[146, 146]","[-1, 0]","[-1, 0]"
146,"[457, 1193]","[609, 1258]",146,"[533.0, 1258]","[533.0, 1193]","[457, 1225.5]","[609, 1225.5]","[152, 152]","[-1, 0]","[140, 140]","[145, 145]"
147,"[677, 1189]","[769, 1271]",147,"[723.0, 1271]","[723.0, 1189]","[677, 1230.0]","[769, 1230.0]","[154, 154]","[-1, 0]","[141, 141]","[-1, 0]"
148,"[834, 1196]","[902, 1261]",148,"[868.0, 1261]","[868.0, 1196]","[834, 1228.5]","[902, 1228.5]","[155, 155]","[149, 149]","[142, 142]","[-1, 0]"
149,"[935, 1186]","[1054, 1265]",149,"[994.5, 1265]","[994.5, 1186]","[935, 1225.5]","[1054, 1225.5]","[156, 156]","[150, 150]","[143, 143]","[148, 148]"
150,"[1097, 1200]","[1158, 1254]",150,"[1127.5, 1254]","[1127.5, 1200]","[1097, 1227.0]","[1158, 1227.0]","[157, 157]","[-1, 0]","[144, 144]","[149, 149]"
151,"[329, 1275]","[428, 1340]",151,"[378.5, 1340]","[378.5, 1275]","[329, 1307.5]","[428, 1307.5]","[158, 158]","[152, 152]","[145, 145]","[-1, 0]"
