Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
70,"[2079, 1815]","[2248, 1890]",70,"[2163.5, 1890]","[2163.5, 1815]","[2079, 1852.5]","[2248, 1852.5]","[76, 76]","[-1, 0]","[-1, 0]","[69, 69]"
71,"[421, 1935]","[561, 2000]",71,"[491.0, 2000]","[491.0, 1935]","[421, 1967.5]","[561, 1967.5]","[77, 77]","[72, 72]","[-1, 0]","[-1, 0]"
72,"[604, 1917]","[1279, 1979]",72,"[941.5, 1979]","[941.5, 1917]","[604, 1948.0]","[1279, 1948.0]","[78, 78]","[73, 73]","[65, 65]","[71, 71]"
73,"[1317, 1914]","[1532, 2000]",73,"[1424.5, 2000]","[1424.5, 1914]","[1317, 1957.0]","[1532, 1957.0]","[-1, 0]","[74, 74]","[-1, 0]","[72, 72]"
74,"[1569, 1924]","[1796, 1989]",74,"[1682.5, 1989]","[1682.5, 1924]","[1569, 1956.5]","[1796, 1956.5]","[-1, 0]","[75, 75]","[-1, 0]","[73, 73]"
75,"[1834, 1917]","[2025, 1993]",75,"[1929.5, 1993]","[1929.5, 1917]","[1834, 1955.0]","[2025, 1955.0]","[-1, 0]","[76, 76]","[-1, 0]","[74, 74]"
76,"[2062, 1917]","[2245, 1979]",76,"[2153.5, 1979]","[2153.5, 1917]","[2062, 1948.0]","[2245, 1948.0]","[-1, 0]","[-1, 0]","[70, 70]","[75, 75]"
77,"[423, 2044]","[638, 2109]",77,"[530.5, 2109]","[530.5, 2044]","[423, 2076.5]","[638, 2076.5]","[-1, 0]","[78, 78]","[71, 71]","[-1, 0]"
78,"[662, 2027]","[1242, 2099]",78,"[952.0, 2099]","[952.0, 2027]","[662, 2063.0]","[1242, 2063.0]","[-1, 0]","[79, 79]","[72, 72]","[77, 77]"
79,"[1264, 2020]","[1747, 2082]",79,"[1505.5, 2082]","[1505.5, 2020]","[1264, 2051.0]","[1747, 2051.0]","[-1, 0]","[-1, 0]","[-1, 0]","[78, 78]"
80,"[665, 2194]","[744, 2249]",80,"[704.5, 2249]","[704.5, 2194]","[665, 2221.5]","[744, 2221.5]","[-1, 0]","[81, 81]","[-1, 0]","[-1, 0]"
81,"[773, 2177]","[1030, 2249]",81,"[901.5, 2249]","[901.5, 2177]","[773, 2213.0]","[1030, 2213.0]","[89, 89]","[82, 82]","[-1, 0]","[80, 80]"
82,"[1059, 2177]","[1119, 2232]",82,"[1089.0, 2232]","[1089.0, 2177]","[1059, 2204.5]","[1119, 2204.5]","[90, 90]","[83, 83]","[-1, 0]","[81, 81]"
83,"[1148, 2177]","[1349, 2239]",83,"[1248.5, 2239]","[1248.5, 2177]","[1148, 2208.0]","[1349, 2208.0]","[-1, 0]","[84, 84]","[-1, 0]","[82, 82]"
84,"[1380, 2174]","[1610, 2225]",84,"[1495.0, 2225]","[1495.0, 2174]","[1380, 2199.5]","[1610, 2199.5]","[-1, 0]","[85, 85]","[-1, 0]","[83, 83]"
85,"[1641, 2174]","[1798, 2239]",85,"[1719.5, 2239]","[1719.5, 2174]","[1641, 2206.5]","[1798, 2206.5]","[-1, 0]","[86, 86]","[-1, 0]","[84, 84]"
86,"[1830, 2174]","[2081, 2235]",86,"[1955.5, 2235]","[1955.5, 2174]","[1830, 2204.5]","[2081, 2204.5]","[-1, 0]","[87, 87]","[-1, 0]","[85, 85]"
87,"[2115, 2177]","[2248, 2229]",87,"[2181.5, 2229]","[2181.5, 2177]","[2115, 2203.0]","[2248, 2203.0]","[96, 96]","[-1, 0]","[-1, 0]","[86, 86]"
88,"[425, 2293]","[839, 2365]",88,"[632.0, 2365]","[632.0, 2293]","[425, 2329.0]","[839, 2329.0]","[-1, 0]","[89, 89]","[-1, 0]","[-1, 0]"
89,"[827, 2287]","[989, 2365]",89,"[908.0, 2365]","[908.0, 2287]","[827, 2326.0]","[989, 2326.0]","[-1, 0]","[90, 90]","[81, 81]","[88, 88]"
90,"[1015, 2283]","[1225, 2334]",90,"[1120.0, 2334]","[1120.0, 2283]","[1015, 2308.5]","[1225, 2308.5]","[-1, 0]","[91, 91]","[82, 82]","[89, 89]"
91,"[1250, 2283]","[1465, 2358]",91,"[1357.5, 2358]","[1357.5, 2283]","[1250, 2320.5]","[1465, 2320.5]","[102, 102]","[92, 92]","[-1, 0]","[90, 90]"
92,"[1482, 2290]","[1530, 2338]",92,"[1506.0, 2338]","[1506.0, 2290]","[1482, 2314.0]","[1530, 2314.0]","[-1, 0]","[93, 93]","[-1, 0]","[91, 91]"
93,"[1549, 2293]","[1653, 2334]",93,"[1601.0, 2334]","[1601.0, 2293]","[1549, 2313.5]","[1653, 2313.5]","[-1, 0]","[94, 94]","[-1, 0]","[92, 92]"
94,"[1673, 2273]","[1948, 2334]",94,"[1810.5, 2334]","[1810.5, 2273]","[1673, 2303.5]","[1948, 2303.5]","[104, 104]","[95, 95]","[-1, 0]","[93, 93]"
95,"[1965, 2276]","[2115, 2365]",95,"[2040.0, 2365]","[2040.0, 2276]","[1965, 2320.5]","[2115, 2320.5]","[105, 105]","[96, 96]","[-1, 0]","[94, 94]"
96,"[2129, 2283]","[2250, 2362]",96,"[2189.5, 2362]","[2189.5, 2283]","[2129, 2322.5]","[2250, 2322.5]","[106, 106]","[-1, 0]","[87, 87]","[95, 95]"
97,"[433, 2413]","[701, 2475]",97,"[567.0, 2475]","[567.0, 2413]","[433, 2444.0]","[701, 2444.0]","[107, 107]","[98, 98]","[-1, 0]","[-1, 0]"
98,"[728, 2396]","[906, 2458]",98,"[817.0, 2458]","[817.0, 2396]","[728, 2427.0]","[906, 2427.0]","[108, 108]","[99, 99]","[-1, 0]","[97, 97]"
99,"[926, 2386]","[1018, 2454]",99,"[972.0, 2454]","[972.0, 2386]","[926, 2420.0]","[1018, 2420.0]","[-1, 0]","[100, 100]","[-1, 0]","[98, 98]"
100,"[1034, 2393]","[1121, 2447]",100,"[1077.5, 2447]","[1077.5, 2393]","[1034, 2420.0]","[1121, 2420.0]","[-1, 0]","[101, 101]","[-1, 0]","[99, 99]"
101,"[1141, 2389]","[1250, 2468]",101,"[1195.5, 2468]","[1195.5, 2389]","[1141, 2428.5]","[1250, 2428.5]","[-1, 0]","[102, 102]","[-1, 0]","[100, 100]"
102,"[1267, 2393]","[1387, 2444]",102,"[1327.0, 2444]","[1327.0, 2393]","[1267, 2418.5]","[1387, 2418.5]","[110, 110]","[103, 103]","[91, 91]","[101, 101]"
103,"[1409, 2393]","[1668, 2468]",103,"[1538.5, 2468]","[1538.5, 2393]","[1409, 2430.5]","[1668, 2430.5]","[-1, 0]","[104, 104]","[-1, 0]","[102, 102]"
104,"[1692, 2389]","[1984, 2475]",104,"[1838.0, 2475]","[1838.0, 2389]","[1692, 2432.0]","[1984, 2432.0]","[-1, 0]","[105, 105]","[94, 94]","[103, 103]"
105,"[2001, 2382]","[2093, 2447]",105,"[2047.0, 2447]","[2047.0, 2382]","[2001, 2414.5]","[2093, 2414.5]","[-1, 0]","[106, 106]","[95, 95]","[104, 104]"
106,"[2105, 2382]","[2250, 2471]",106,"[2177.5, 2471]","[2177.5, 2382]","[2105, 2426.5]","[2250, 2426.5]","[113, 113]","[-1, 0]","[96, 96]","[105, 105]"
107,"[437, 2519]","[701, 2594]",107,"[569.0, 2594]","[569.0, 2519]","[437, 2556.5]","[701, 2556.5]","[-1, 0]","[108, 108]","[97, 97]","[-1, 0]"
108,"[728, 2499]","[931, 2574]",108,"[829.5, 2574]","[829.5, 2499]","[728, 2536.5]","[931, 2536.5]","[-1, 0]","[109, 109]","[98, 98]","[107, 107]"
109,"[962, 2502]","[1076, 2557]",109,"[1019.0, 2557]","[1019.0, 2502]","[962, 2529.5]","[1076, 2529.5]","[-1, 0]","[110, 110]","[-1, 0]","[108, 108]"
110,"[1107, 2499]","[1511, 2550]",110,"[1309.0, 2550]","[1309.0, 2499]","[1107, 2524.5]","[1511, 2524.5]","[-1, 0]","[111, 111]","[102, 102]","[109, 109]"
111,"[1544, 2492]","[1864, 2563]",111,"[1704.0, 2563]","[1704.0, 2492]","[1544, 2527.5]","[1864, 2527.5]","[118, 118]","[112, 112]","[-1, 0]","[110, 110]"
112,"[1895, 2499]","[2096, 2560]",112,"[1995.5, 2560]","[1995.5, 2499]","[1895, 2529.5]","[2096, 2529.5]","[120, 120]","[113, 113]","[-1, 0]","[111, 111]"
113,"[2125, 2502]","[2250, 2553]",113,"[2187.5, 2553]","[2187.5, 2502]","[2125, 2527.5]","[2250, 2527.5]","[-1, 0]","[-1, 0]","[106, 106]","[112, 112]"
114,"[440, 2618]","[865, 2704]",114,"[652.5, 2704]","[652.5, 2618]","[440, 2661.0]","[865, 2661.0]","[-1, 0]","[115, 115]","[-1, 0]","[-1, 0]"
115,"[887, 2615]","[972, 2669]",115,"[929.5, 2669]","[929.5, 2615]","[887, 2642.0]","[972, 2642.0]","[124, 124]","[116, 116]","[-1, 0]","[114, 114]"
116,"[993, 2604]","[1221, 2693]",116,"[1107.0, 2693]","[1107.0, 2604]","[993, 2648.5]","[1221, 2648.5]","[125, 125]","[117, 117]","[-1, 0]","[115, 115]"
117,"[1242, 2608]","[1525, 2680]",117,"[1383.5, 2680]","[1383.5, 2608]","[1242, 2644.0]","[1525, 2644.0]","[-1, 0]","[118, 118]","[-1, 0]","[116, 116]"
118,"[1547, 2598]","[1762, 2683]",118,"[1654.5, 2683]","[1654.5, 2598]","[1547, 2640.5]","[1762, 2640.5]","[-1, 0]","[119, 119]","[111, 111]","[117, 117]"
119,"[1774, 2594]","[1902, 2669]",119,"[1838.0, 2669]","[1838.0, 2594]","[1774, 2631.5]","[1902, 2631.5]","[-1, 0]","[120, 120]","[-1, 0]","[118, 118]"
120,"[1912, 2608]","[1999, 2663]",120,"[1955.5, 2663]","[1955.5, 2608]","[1912, 2635.5]","[1999, 2635.5]","[-1, 0]","[121, 121]","[112, 112]","[119, 119]"
121,"[2018, 2604]","[2253, 2666]",121,"[2135.5, 2666]","[2135.5, 2604]","[2018, 2635.0]","[2253, 2635.0]","[-1, 0]","[-1, 0]","[-1, 0]","[120, 120]"
122,"[440, 2728]","[590, 2806]",122,"[515.0, 2806]","[515.0, 2728]","[440, 2767.0]","[590, 2767.0]","[-1, 0]","[123, 123]","[-1, 0]","[-1, 0]"
123,"[614, 2721]","[836, 2786]",123,"[725.0, 2786]","[725.0, 2721]","[614, 2753.5]","[836, 2753.5]","[-1, 0]","[124, 124]","[-1, 0]","[122, 122]"
124,"[860, 2717]","[1010, 2779]",124,"[935.0, 2779]","[935.0, 2717]","[860, 2748.0]","[1010, 2748.0]","[-1, 0]","[125, 125]","[115, 115]","[123, 123]"
125,"[1027, 2717]","[1170, 2796]",125,"[1098.5, 2796]","[1098.5, 2717]","[1027, 2756.5]","[1170, 2756.5]","[-1, 0]","[126, 126]","[116, 116]","[124, 124]"
126,"[1189, 2714]","[1346, 2792]",126,"[1267.5, 2792]","[1267.5, 2714]","[1189, 2753.0]","[1346, 2753.0]","[-1, 0]","[127, 127]","[-1, 0]","[125, 125]"
127,"[1370, 2710]","[1677, 2796]",127,"[1523.5, 2796]","[1523.5, 2710]","[1370, 2753.0]","[1677, 2753.0]","[-1, 0]","[-1, 0]","[-1, 0]","[126, 126]"
128,"[2108, 2724]","[2216, 2775]",128,"[2162.0, 2775]","[2162.0, 2724]","[2108, 2749.5]","[2216, 2749.5]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
129,"[2180, 2878]","[2224, 2943]",129,"[2202.0, 2943]","[2202.0, 2878]","[2180, 2910.5]","[2224, 2910.5]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
130,"[447, 2892]","[568, 2957]",130,"[507.5, 2957]","[507.5, 2892]","[447, 2924.5]","[568, 2924.5]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
131,"[686, 2878]","[831, 2943]",131,"[758.5, 2943]","[758.5, 2878]","[686, 2910.5]","[831, 2910.5]","[-1, 0]","[132, 132]","[-1, 0]","[-1, 0]"
132,"[851, 2878]","[916, 2936]",132,"[883.5, 2936]","[883.5, 2878]","[851, 2907.0]","[916, 2907.0]","[-1, 0]","[133, 133]","[-1, 0]","[131, 131]"
133,"[935, 2875]","[1059, 2957]",133,"[997.0, 2957]","[997.0, 2875]","[935, 2916.0]","[1059, 2916.0]","[137, 137]","[134, 134]","[-1, 0]","[132, 132]"
134,"[1080, 2871]","[1254, 2950]",134,"[1167.0, 2950]","[1167.0, 2871]","[1080, 2910.5]","[1254, 2910.5]","[-1, 0]","[135, 135]","[-1, 0]","[133, 133]"
135,"[1279, 2871]","[1484, 2946]",135,"[1381.5, 2946]","[1381.5, 2871]","[1279, 2908.5]","[1484, 2908.5]","[138, 138]","[136, 136]","[-1, 0]","[134, 134]"
136,"[1506, 2864]","[1776, 2936]",136,"[1641.0, 2936]","[1641.0, 2864]","[1506, 2900.0]","[1776, 2900.0]","[-1, 0]","[-1, 0]","[-1, 0]","[135, 135]"
137,"[682, 2980]","[1199, 3080]",137,"[940.5, 3080]","[940.5, 2980]","[682, 3030.0]","[1199, 3030.0]","[-1, 0]","[138, 138]","[133, 133]","[-1, 0]"
138,"[1218, 2987]","[1477, 3062]",138,"[1347.5, 3062]","[1347.5, 2987]","[1218, 3024.5]","[1477, 3024.5]","[-1, 0]","[139, 139]","[135, 135]","[137, 137]"
139,"[1499, 2984]","[1668, 3049]",139,"[1583.5, 3049]","[1583.5, 2984]","[1499, 3016.5]","[1668, 3016.5]","[-1, 0]","[-1, 0]","[-1, 0]","[138, 138]"
140,"[686, 3158]","[822, 3233]",140,"[754.0, 3233]","[754.0, 3158]","[686, 3195.5]","[822, 3195.5]","[-1, 0]","[141, 141]","[-1, 0]","[-1, 0]"
141,"[865, 3151]","[1158, 3227]",141,"[1011.5, 3227]","[1011.5, 3151]","[865, 3189.0]","[1158, 3189.0]","[-1, 0]","[142, 142]","[-1, 0]","[140, 140]"
142,"[1201, 3138]","[1750, 3199]",142,"[1475.5, 3199]","[1475.5, 3138]","[1201, 3168.5]","[1750, 3168.5]","[146, 146]","[143, 143]","[-1, 0]","[141, 141]"
143,"[1796, 3148]","[2250, 3223]",143,"[2023.0, 3223]","[2023.0, 3148]","[1796, 3185.5]","[2250, 3185.5]","[147, 147]","[-1, 0]","[-1, 0]","[142, 142]"
