Unnamed: 0,Top-Left,Bottom-Right,Id,Bottom,Top,Left,Right,Bottom_Box,Right_Box,Top_Box,Left_Box
12,"[549, 742]","[720, 807]",12,"[634.5, 807]","[634.5, 742]","[549, 774.5]","[720, 774.5]","[15, 15]","[13, 13]","[-1, 0]","[11, 11]"
13,"[747, 742]","[933, 807]",13,"[840.0, 807]","[840.0, 742]","[747, 774.5]","[933, 774.5]","[16, 16]","[-1, 0]","[-1, 0]","[12, 12]"
14,"[237, 807]","[483, 878]",14,"[360.0, 878]","[360.0, 807]","[237, 842.5]","[483, 842.5]","[-1, 0]","[15, 15]","[11, 11]","[-1, 0]"
15,"[510, 813]","[757, 875]",15,"[633.5, 875]","[633.5, 813]","[510, 844.0]","[757, 844.0]","[-1, 0]","[16, 16]","[12, 12]","[14, 14]"
16,"[781, 813]","[931, 875]",16,"[856.0, 875]","[856.0, 813]","[781, 844.0]","[931, 844.0]","[19, 19]","[17, 17]","[13, 13]","[15, 15]"
17,"[955, 827]","[1182, 875]",17,"[1068.5, 875]","[1068.5, 827]","[955, 851.0]","[1182, 851.0]","[-1, 0]","[-1, 0]","[-1, 0]","[16, 16]"
18,"[239, 892]","[638, 943]",18,"[438.5, 943]","[438.5, 892]","[239, 917.5]","[638, 917.5]","[20, 20]","[19, 19]","[-1, 0]","[-1, 0]"
19,"[667, 889]","[947, 937]",19,"[807.0, 937]","[807.0, 889]","[667, 913.0]","[947, 913.0]","[-1, 0]","[-1, 0]","[16, 16]","[18, 18]"
20,"[242, 964]","[561, 1015]",20,"[401.5, 1015]","[401.5, 964]","[242, 989.5]","[561, 989.5]","[24, 24]","[-1, 0]","[18, 18]","[-1, 0]"
21,"[319, 1073]","[454, 1125]",21,"[386.5, 1125]","[386.5, 1073]","[319, 1099.0]","[454, 1099.0]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
22,"[573, 1077]","[1025, 1128]",22,"[799.0, 1128]","[799.0, 1077]","[573, 1102.5]","[1025, 1102.5]","[-1, 0]","[-1, 0]","[-1, 0]","[24, 24]"
23,"[1141, 1087]","[1225, 1125]",23,"[1183.0, 1125]","[1183.0, 1087]","[1141, 1106.0]","[1225, 1106.0]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
24,"[213, 1060]","[590, 1210]",24,"[401.5, 1210]","[401.5, 1060]","[213, 1135.0]","[590, 1135.0]","[-1, 0]","[25, 25]","[20, 20]","[-1, 0]"
25,"[575, 1121]","[846, 1183]",25,"[710.5, 1183]","[710.5, 1121]","[575, 1152.0]","[846, 1152.0]","[-1, 0]","[26, 26]","[-1, 0]","[24, 24]"
26,"[853, 1128]","[1225, 1179]",26,"[1039.0, 1179]","[1039.0, 1128]","[853, 1153.5]","[1225, 1153.5]","[-1, 0]","[-1, 0]","[-1, 0]","[25, 25]"
27,"[227, 1183]","[319, 1234]",27,"[273.0, 1234]","[273.0, 1183]","[227, 1208.5]","[319, 1208.5]","[31, 31]","[-1, 0]","[-1, 0]","[-1, 0]"
28,"[387, 1176]","[670, 1248]",28,"[528.5, 1248]","[528.5, 1176]","[387, 1212.0]","[670, 1212.0]","[39, 39]","[33, 33]","[-1, 0]","[-1, 0]"
29,"[744, 1183]","[976, 1234]",29,"[860.0, 1234]","[860.0, 1183]","[744, 1208.5]","[976, 1208.5]","[-1, 0]","[-1, 0]","[-1, 0]","[-1, 0]"
30,"[1049, 1189]","[1223, 1230]",30,"[1136.0, 1230]","[1136.0, 1189]","[1049, 1209.5]","[1223, 1209.5]","[36, 36]","[-1, 0]","[-1, 0]","[35, 35]"
31,"[230, 1237]","[413, 1289]",31,"[321.5, 1289]","[321.5, 1237]","[230, 1263.0]","[413, 1263.0]","[37, 37]","[38, 38]","[27, 27]","[-1, 0]"
32,"[454, 1234]","[611, 1295]",32,"[532.5, 1295]","[532.5, 1234]","[454, 1264.5]","[611, 1264.5]","[39, 39]","[40, 40]","[28, 28]","[38, 38]"
33,"[653, 1244]","[711, 1285]",33,"[682.0, 1285]","[682.0, 1244]","[653, 1264.5]","[711, 1264.5]","[40, 40]","[34, 34]","[-1, 0]","[32, 32]"
34,"[718, 1251]","[795, 1289]",34,"[756.5, 1289]","[756.5, 1251]","[718, 1270.0]","[795, 1270.0]","[40, 40]","[35, 35]","[-1, 0]","[33, 33]"
35,"[846, 1237]","[1042, 1289]",35,"[944.0, 1289]","[944.0, 1237]","[846, 1263.0]","[1042, 1263.0]","[41, 41]","[36, 36]","[-1, 0]","[34, 34]"
36,"[1083, 1234]","[1228, 1295]",36,"[1155.5, 1295]","[1155.5, 1234]","[1083, 1264.5]","[1228, 1264.5]","[49, 49]","[-1, 0]","[30, 30]","[41, 41]"
37,"[227, 1289]","[379, 1350]",37,"[303.0, 1350]","[303.0, 1289]","[227, 1319.5]","[379, 1319.5]","[50, 50]","[38, 38]","[31, 31]","[-1, 0]"
38,"[406, 1295]","[462, 1340]",38,"[434.0, 1340]","[434.0, 1295]","[406, 1317.5]","[462, 1317.5]","[44, 44]","[39, 39]","[-1, 0]","[37, 37]"
39,"[486, 1289]","[573, 1343]",39,"[529.5, 1343]","[529.5, 1289]","[486, 1316.0]","[573, 1316.0]","[45, 45]","[40, 40]","[32, 32]","[38, 38]"
40,"[599, 1292]","[805, 1343]",40,"[702.0, 1343]","[702.0, 1292]","[599, 1317.5]","[805, 1317.5]","[-1, 0]","[41, 41]","[34, 34]","[39, 39]"
41,"[836, 1292]","[1102, 1343]",41,"[969.0, 1343]","[969.0, 1292]","[836, 1317.5]","[1102, 1317.5]","[48, 48]","[42, 42]","[35, 35]","[46, 46]"
42,"[1134, 1278]","[1225, 1333]",42,"[1179.5, 1333]","[1179.5, 1278]","[1134, 1305.5]","[1225, 1305.5]","[49, 49]","[-1, 0]","[36, 36]","[41, 41]"
43,"[227, 1343]","[300, 1401]",43,"[263.5, 1401]","[263.5, 1343]","[227, 1372.0]","[300, 1372.0]","[50, 50]","[44, 44]","[37, 37]","[-1, 0]"
44,"[317, 1336]","[454, 1412]",44,"[385.5, 1412]","[385.5, 1336]","[317, 1374.0]","[454, 1374.0]","[51, 51]","[45, 45]","[38, 38]","[43, 43]"
45,"[479, 1347]","[674, 1398]",45,"[576.5, 1398]","[576.5, 1347]","[479, 1372.5]","[674, 1372.5]","[52, 52]","[46, 46]","[39, 39]","[44, 44]"
46,"[696, 1347]","[839, 1398]",46,"[767.5, 1398]","[767.5, 1347]","[696, 1372.5]","[839, 1372.5]","[-1, 0]","[47, 47]","[-1, 0]","[52, 52]"
47,"[863, 1343]","[918, 1388]",47,"[890.5, 1388]","[890.5, 1343]","[863, 1365.5]","[918, 1365.5]","[53, 53]","[48, 48]","[-1, 0]","[46, 46]"
48,"[943, 1347]","[1044, 1398]",48,"[993.5, 1398]","[993.5, 1347]","[943, 1372.5]","[1044, 1372.5]","[54, 54]","[49, 49]","[41, 41]","[47, 47]"
49,"[1066, 1336]","[1230, 1401]",49,"[1148.0, 1401]","[1148.0, 1336]","[1066, 1368.5]","[1230, 1368.5]","[55, 55]","[-1, 0]","[42, 42]","[48, 48]"
50,"[225, 1395]","[353, 1459]",50,"[289.0, 1459]","[289.0, 1395]","[225, 1427.0]","[353, 1427.0]","[61, 61]","[51, 51]","[43, 43]","[-1, 0]"
51,"[350, 1401]","[447, 1453]",51,"[398.5, 1453]","[398.5, 1401]","[350, 1427.0]","[447, 1427.0]","[62, 62]","[52, 52]","[44, 44]","[50, 50]"
52,"[476, 1401]","[706, 1453]",52,"[591.0, 1453]","[591.0, 1401]","[476, 1427.0]","[706, 1427.0]","[63, 63]","[53, 53]","[45, 45]","[51, 51]"
53,"[725, 1391]","[979, 1463]",53,"[852.0, 1463]","[852.0, 1391]","[725, 1427.0]","[979, 1427.0]","[64, 64]","[54, 54]","[47, 47]","[52, 52]"
54,"[993, 1395]","[1105, 1459]",54,"[1049.0, 1459]","[1049.0, 1395]","[993, 1427.0]","[1105, 1427.0]","[-1, 0]","[55, 55]","[48, 48]","[53, 53]"
55,"[1126, 1401]","[1228, 1453]",55,"[1177.0, 1453]","[1177.0, 1401]","[1126, 1427.0]","[1228, 1427.0]","[60, 60]","[-1, 0]","[49, 49]","[54, 54]"
56,"[225, 1446]","[454, 1521]",56,"[339.5, 1521]","[339.5, 1446]","[225, 1483.5]","[454, 1483.5]","[67, 67]","[63, 63]","[50, 50]","[-1, 0]"
57,"[500, 1456]","[558, 1500]",57,"[529.0, 1500]","[529.0, 1456]","[500, 1478.0]","[558, 1478.0]","[-1, 0]","[58, 58]","[-1, 0]","[56, 56]"
58,"[607, 1453]","[846, 1514]",58,"[726.5, 1514]","[726.5, 1453]","[607, 1483.5]","[846, 1483.5]","[-1, 0]","[59, 59]","[-1, 0]","[57, 57]"
59,"[887, 1446]","[986, 1524]",59,"[936.5, 1524]","[936.5, 1446]","[887, 1485.0]","[986, 1485.0]","[71, 71]","[60, 60]","[-1, 0]","[58, 58]"
60,"[1032, 1456]","[1223, 1507]",60,"[1127.5, 1507]","[1127.5, 1456]","[1032, 1481.5]","[1223, 1481.5]","[72, 72]","[-1, 0]","[55, 55]","[65, 65]"
61,"[227, 1500]","[336, 1565]",61,"[281.5, 1565]","[281.5, 1500]","[227, 1532.5]","[336, 1532.5]","[67, 67]","[62, 62]","[50, 50]","[-1, 0]"
62,"[353, 1507]","[452, 1559]",62,"[402.5, 1559]","[402.5, 1507]","[353, 1533.0]","[452, 1533.0]","[-1, 0]","[63, 63]","[51, 51]","[61, 61]"
63,"[469, 1504]","[730, 1565]",63,"[599.5, 1565]","[599.5, 1504]","[469, 1534.5]","[730, 1534.5]","[69, 69]","[70, 70]","[52, 52]","[62, 62]"
64,"[752, 1504]","[933, 1565]",64,"[842.5, 1565]","[842.5, 1504]","[752, 1534.5]","[933, 1534.5]","[70, 70]","[71, 71]","[53, 53]","[63, 63]"
65,"[931, 1504]","[1030, 1569]",65,"[980.5, 1569]","[980.5, 1504]","[931, 1536.5]","[1030, 1536.5]","[71, 71]","[72, 72]","[59, 59]","[70, 70]"
66,"[1047, 1511]","[1223, 1562]",66,"[1135.0, 1562]","[1135.0, 1511]","[1047, 1536.5]","[1223, 1536.5]","[72, 72]","[-1, 0]","[60, 60]","[65, 65]"
67,"[230, 1562]","[375, 1613]",67,"[302.5, 1613]","[302.5, 1562]","[230, 1587.5]","[375, 1587.5]","[-1, 0]","[68, 68]","[61, 61]","[-1, 0]"
68,"[389, 1562]","[578, 1613]",68,"[483.5, 1613]","[483.5, 1562]","[389, 1587.5]","[578, 1587.5]","[-1, 0]","[99, 99]","[-1, 0]","[67, 67]"
69,"[595, 1559]","[708, 1610]",69,"[651.5, 1610]","[651.5, 1559]","[595, 1584.5]","[708, 1584.5]","[99, 99]","[70, 70]","[63, 63]","[68, 68]"
70,"[725, 1562]","[909, 1613]",70,"[817.0, 1613]","[817.0, 1562]","[725, 1587.5]","[909, 1587.5]","[-1, 0]","[71, 71]","[64, 64]","[69, 69]"
71,"[928, 1562]","[1020, 1617]",71,"[974.0, 1617]","[974.0, 1562]","[928, 1589.5]","[1020, 1589.5]","[-1, 0]","[72, 72]","[65, 65]","[70, 70]"
72,"[1039, 1562]","[1225, 1613]",72,"[1132.0, 1613]","[1132.0, 1562]","[1039, 1587.5]","[1225, 1587.5]","[-1, 0]","[-1, 0]","[66, 66]","[71, 71]"
73,"[276, 1729]","[437, 1771]",73,"[356.5, 1771]","[356.5, 1729]","[276, 1750.0]","[437, 1750.0]","[77, 77]","[74, 74]","[-1, 0]","[-1, 0]"
74,"[466, 1726]","[677, 1774]",74,"[571.5, 1774]","[571.5, 1726]","[466, 1750.0]","[677, 1750.0]","[78, 78]","[75, 75]","[-1, 0]","[73, 73]"
75,"[703, 1723]","[938, 1774]",75,"[820.5, 1774]","[820.5, 1723]","[703, 1748.5]","[938, 1748.5]","[79, 79]","[76, 76]","[-1, 0]","[74, 74]"
76,"[962, 1726]","[1223, 1777]",76,"[1092.5, 1777]","[1092.5, 1726]","[962, 1751.5]","[1223, 1751.5]","[81, 81]","[-1, 0]","[-1, 0]","[75, 75]"
77,"[227, 1784]","[442, 1832]",77,"[334.5, 1832]","[334.5, 1784]","[227, 1808.0]","[442, 1808.0]","[108, 108]","[78, 78]","[73, 73]","[-1, 0]"
78,"[488, 1777]","[660, 1829]",78,"[574.0, 1829]","[574.0, 1777]","[488, 1803.0]","[660, 1803.0]","[-1, 0]","[79, 79]","[74, 74]","[77, 77]"
79,"[703, 1777]","[848, 1829]",79,"[775.5, 1829]","[775.5, 1777]","[703, 1803.0]","[848, 1803.0]","[-1, 0]","[80, 80]","[75, 75]","[78, 78]"
80,"[885, 1777]","[1003, 1832]",80,"[944.0, 1832]","[944.0, 1777]","[885, 1804.5]","[1003, 1804.5]","[112, 112]","[81, 81]","[-1, 0]","[111, 111]"
81,"[1047, 1777]","[1225, 1839]",81,"[1136.0, 1839]","[1136.0, 1777]","[1047, 1808.0]","[1225, 1808.0]","[113, 113]","[-1, 0]","[76, 76]","[112, 112]"
82,"[225, 1876]","[512, 1948]",82,"[368.5, 1948]","[368.5, 1876]","[225, 1912.0]","[512, 1912.0]","[126, 126]","[117, 117]","[77, 77]","[-1, 0]"
83,"[563, 1870]","[713, 1945]",83,"[638.0, 1945]","[638.0, 1870]","[563, 1907.5]","[713, 1907.5]","[118, 118]","[-1, 0]","[-1, 0]","[82, 82]"
84,"[776, 1894]","[952, 1935]",84,"[864.0, 1935]","[864.0, 1894]","[776, 1914.5]","[952, 1914.5]","[119, 119]","[-1, 0]","[111, 111]","[110, 110]"
85,"[1010, 1883]","[1228, 1945]",85,"[1119.0, 1945]","[1119.0, 1883]","[1010, 1914.0]","[1228, 1914.0]","[131, 131]","[-1, 0]","[113, 113]","[119, 119]"
86,"[1370, 1398]","[1460, 1453]",86,"[1415.0, 1453]","[1415.0, 1398]","[1370, 1425.5]","[1460, 1425.5]","[90, 90]","[87, 87]","[-1, 0]","[-1, 0]"
87,"[1470, 1395]","[1644, 1446]",87,"[1557.0, 1446]","[1557.0, 1395]","[1470, 1420.5]","[1644, 1420.5]","[91, 91]","[88, 88]","[-1, 0]","[86, 86]"
88,"[1656, 1398]","[1914, 1449]",88,"[1785.0, 1449]","[1785.0, 1398]","[1656, 1423.5]","[1914, 1423.5]","[93, 93]","[89, 89]","[-1, 0]","[87, 87]"
89,"[1929, 1401]","[2209, 1449]",89,"[2069.0, 1449]","[2069.0, 1401]","[1929, 1425.0]","[2209, 1425.0]","[94, 94]","[-1, 0]","[-1, 0]","[88, 88]"
90,"[1325, 1463]","[1445, 1514]",90,"[1385.0, 1514]","[1385.0, 1463]","[1325, 1488.5]","[1445, 1488.5]","[-1, 0]","[91, 91]","[86, 86]","[-1, 0]"
91,"[1455, 1459]","[1578, 1511]",91,"[1516.5, 1511]","[1516.5, 1459]","[1455, 1485.0]","[1578, 1485.0]","[-1, 0]","[92, 92]","[87, 87]","[90, 90]"
92,"[1590, 1459]","[1680, 1514]",92,"[1635.0, 1514]","[1635.0, 1459]","[1590, 1486.5]","[1680, 1486.5]","[-1, 0]","[93, 93]","[-1, 0]","[91, 91]"
93,"[1689, 1463]","[1980, 1511]",93,"[1834.5, 1511]","[1834.5, 1463]","[1689, 1487.0]","[1980, 1487.0]","[97, 97]","[94, 94]","[88, 88]","[92, 92]"
94,"[1987, 1459]","[2076, 1514]",94,"[2031.5, 1514]","[2031.5, 1459]","[1987, 1486.5]","[2076, 1486.5]","[-1, 0]","[95, 95]","[89, 89]","[93, 93]"
95,"[2088, 1463]","[2255, 1504]",95,"[2171.5, 1504]","[2171.5, 1463]","[2088, 1483.5]","[2255, 1483.5]","[-1, 0]","[-1, 0]","[-1, 0]","[94, 94]"
96,"[1629, 1518]","[1784, 1579]",96,"[1706.5, 1579]","[1706.5, 1518]","[1629, 1548.5]","[1784, 1548.5]","[-1, 0]","[97, 97]","[-1, 0]","[-1, 0]"
97,"[1793, 1524]","[1951, 1576]",97,"[1872.0, 1576]","[1872.0, 1524]","[1793, 1550.0]","[1951, 1550.0]","[-1, 0]","[-1, 0]","[93, 93]","[96, 96]"
98,"[232, 1617]","[551, 1668]",98,"[391.5, 1668]","[391.5, 1617]","[232, 1642.5]","[551, 1642.5]","[-1, 0]","[99, 99]","[-1, 0]","[-1, 0]"
99,"[573, 1617]","[759, 1668]",99,"[666.0, 1668]","[666.0, 1617]","[573, 1642.5]","[759, 1642.5]","[-1, 0]","[-1, 0]","[69, 69]","[98, 98]"
100,"[1402, 1644]","[1549, 1709]",100,"[1475.5, 1709]","[1475.5, 1644]","[1402, 1676.5]","[1549, 1676.5]","[104, 104]","[101, 101]","[-1, 0]","[-1, 0]"
101,"[1559, 1651]","[1602, 1702]",101,"[1580.5, 1702]","[1580.5, 1651]","[1559, 1676.5]","[1602, 1676.5]","[105, 105]","[102, 102]","[-1, 0]","[100, 100]"
102,"[1619, 1644]","[1861, 1712]",102,"[1740.0, 1712]","[1740.0, 1644]","[1619, 1678.0]","[1861, 1678.0]","[106, 106]","[103, 103]","[-1, 0]","[101, 101]"
103,"[1873, 1661]","[1963, 1702]",103,"[1918.0, 1702]","[1918.0, 1661]","[1873, 1681.5]","[1963, 1681.5]","[107, 107]","[-1, 0]","[-1, 0]","[102, 102]"
104,"[1404, 1716]","[1544, 1777]",104,"[1474.0, 1777]","[1474.0, 1716]","[1404, 1746.5]","[1544, 1746.5]","[-1, 0]","[105, 105]","[100, 100]","[-1, 0]"
105,"[1557, 1729]","[1615, 1771]",105,"[1586.0, 1771]","[1586.0, 1729]","[1557, 1750.0]","[1615, 1750.0]","[-1, 0]","[106, 106]","[101, 101]","[104, 104]"
106,"[1629, 1716]","[1825, 1777]",106,"[1727.0, 1777]","[1727.0, 1716]","[1629, 1746.5]","[1825, 1746.5]","[-1, 0]","[107, 107]","[102, 102]","[105, 105]"
107,"[1839, 1729]","[1943, 1767]",107,"[1891.0, 1767]","[1891.0, 1729]","[1839, 1748.0]","[1943, 1748.0]","[-1, 0]","[-1, 0]","[103, 103]","[106, 106]"
108,"[230, 1832]","[382, 1883]",108,"[306.0, 1883]","[306.0, 1832]","[230, 1857.5]","[382, 1857.5]","[-1, 0]","[109, 109]","[77, 77]","[-1, 0]"
109,"[399, 1835]","[628, 1887]",109,"[513.5, 1887]","[513.5, 1835]","[399, 1861.0]","[628, 1861.0]","[-1, 0]","[110, 110]","[-1, 0]","[108, 108]"
110,"[633, 1822]","[788, 1928]",110,"[710.5, 1928]","[710.5, 1822]","[633, 1875.0]","[788, 1875.0]","[118, 118]","[111, 111]","[-1, 0]","[109, 109]"
111,"[790, 1829]","[904, 1883]",111,"[847.0, 1883]","[847.0, 1829]","[790, 1856.0]","[904, 1856.0]","[84, 84]","[112, 112]","[-1, 0]","[110, 110]"
112,"[911, 1829]","[1049, 1890]",112,"[980.0, 1890]","[980.0, 1829]","[911, 1859.5]","[1049, 1859.5]","[-1, 0]","[113, 113]","[80, 80]","[111, 111]"
113,"[1059, 1835]","[1225, 1887]",113,"[1142.0, 1887]","[1142.0, 1835]","[1059, 1861.0]","[1225, 1861.0]","[120, 120]","[-1, 0]","[81, 81]","[112, 112]"
114,"[1296, 1818]","[1530, 1870]",114,"[1413.0, 1870]","[1413.0, 1818]","[1296, 1844.0]","[1530, 1844.0]","[-1, 0]","[115, 115]","[-1, 0]","[-1, 0]"
115,"[1552, 1818]","[1786, 1866]",115,"[1669.0, 1866]","[1669.0, 1818]","[1552, 1842.0]","[1786, 1842.0]","[-1, 0]","[-1, 0]","[-1, 0]","[114, 114]"
116,"[232, 1945]","[425, 1993]",116,"[328.5, 1993]","[328.5, 1945]","[232, 1969.0]","[425, 1969.0]","[139, 139]","[-1, 0]","[82, 82]","[-1, 0]"
117,"[524, 1941]","[619, 1982]",117,"[571.5, 1982]","[571.5, 1941]","[524, 1961.5]","[619, 1961.5]","[127, 127]","[118, 118]","[-1, 0]","[82, 82]"
118,"[650, 1935]","[725, 2003]",118,"[687.5, 2003]","[687.5, 1935]","[650, 1969.0]","[725, 1969.0]","[128, 128]","[129, 129]","[110, 110]","[117, 117]"
119,"[759, 1945]","[1013, 1993]",119,"[886.0, 1993]","[886.0, 1945]","[759, 1969.0]","[1013, 1969.0]","[130, 130]","[131, 131]","[84, 84]","[128, 128]"
120,"[1042, 1935]","[1225, 1996]",120,"[1133.5, 1996]","[1133.5, 1935]","[1042, 1965.5]","[1225, 1965.5]","[131, 131]","[-1, 0]","[113, 113]","[119, 119]"
121,"[1341, 1928]","[1622, 1979]",121,"[1481.5, 1979]","[1481.5, 1928]","[1341, 1953.5]","[1622, 1953.5]","[133, 133]","[122, 122]","[-1, 0]","[-1, 0]"
122,"[1641, 1924]","[1740, 1965]",122,"[1690.5, 1965]","[1690.5, 1924]","[1641, 1944.5]","[1740, 1944.5]","[134, 134]","[123, 123]","[-1, 0]","[121, 121]"
123,"[1752, 1921]","[1893, 1982]",123,"[1822.5, 1982]","[1822.5, 1921]","[1752, 1951.5]","[1893, 1951.5]","[135, 135]","[124, 124]","[-1, 0]","[134, 134]"
124,"[1905, 1921]","[2129, 1982]",124,"[2017.0, 1982]","[2017.0, 1921]","[1905, 1951.5]","[2129, 1951.5]","[-1, 0]","[125, 125]","[-1, 0]","[123, 123]"
125,"[2144, 1921]","[2282, 1972]",125,"[2213.0, 1972]","[2213.0, 1921]","[2144, 1946.5]","[2282, 1946.5]","[138, 138]","[-1, 0]","[-1, 0]","[124, 124]"
126,"[225, 1982]","[498, 2058]",126,"[361.5, 2058]","[361.5, 1982]","[225, 2020.0]","[498, 2020.0]","[329, 329]","[127, 127]","[116, 116]","[-1, 0]"
127,"[503, 1996]","[624, 2051]",127,"[563.5, 2051]","[563.5, 1996]","[503, 2023.5]","[624, 2023.5]","[141, 141]","[128, 128]","[117, 117]","[140, 140]"
128,"[624, 1986]","[732, 2051]",128,"[678.0, 2051]","[678.0, 1986]","[624, 2018.5]","[732, 2018.5]","[154, 154]","[129, 129]","[118, 118]","[127, 127]"
129,"[737, 1979]","[815, 2047]",129,"[776.0, 2047]","[776.0, 1979]","[737, 2013.0]","[815, 2013.0]","[142, 142]","[130, 130]","[-1, 0]","[128, 128]"
130,"[817, 1986]","[996, 2047]",130,"[906.5, 2047]","[906.5, 1986]","[817, 2016.5]","[996, 2016.5]","[332, 332]","[131, 131]","[119, 119]","[129, 129]"
131,"[1020, 1996]","[1223, 2047]",131,"[1121.5, 2047]","[1121.5, 1996]","[1020, 2021.5]","[1223, 2021.5]","[144, 144]","[-1, 0]","[120, 120]","[130, 130]"
132,"[1296, 1979]","[1385, 2034]",132,"[1340.5, 2034]","[1340.5, 1979]","[1296, 2006.5]","[1385, 2006.5]","[145, 145]","[133, 133]","[-1, 0]","[-1, 0]"
133,"[1409, 1979]","[1499, 2034]",133,"[1454.0, 2034]","[1454.0, 1979]","[1409, 2006.5]","[1499, 2006.5]","[-1, 0]","[134, 134]","[121, 121]","[132, 132]"
134,"[1520, 1976]","[1752, 2037]",134,"[1636.0, 2037]","[1636.0, 1976]","[1520, 2006.5]","[1752, 2006.5]","[335, 335]","[135, 135]","[122, 122]","[133, 133]"
135,"[1776, 1979]","[1822, 2027]",135,"[1799.0, 2027]","[1799.0, 1979]","[1776, 2003.0]","[1822, 2003.0]","[-1, 0]","[136, 136]","[123, 123]","[134, 134]"
136,"[1847, 1972]","[2030, 2034]",136,"[1938.5, 2034]","[1938.5, 1972]","[1847, 2003.0]","[2030, 2003.0]","[336, 336]","[137, 137]","[-1, 0]","[147, 147]"
137,"[2050, 1976]","[2149, 2030]",137,"[2099.5, 2030]","[2099.5, 1976]","[2050, 2003.0]","[2149, 2003.0]","[149, 149]","[150, 150]","[-1, 0]","[136, 136]"
138,"[2158, 1969]","[2289, 2064]",138,"[2223.5, 2064]","[2223.5, 1969]","[2158, 2016.5]","[2289, 2016.5]","[151, 151]","[151, 151]","[125, 125]","[149, 149]"
139,"[290, 2047]","[387, 2099]",139,"[338.5, 2099]","[338.5, 2047]","[290, 2073.0]","[387, 2073.0]","[329, 329]","[140, 140]","[126, 126]","[-1, 0]"
140,"[421, 2041]","[479, 2095]",140,"[450.0, 2095]","[450.0, 2041]","[421, 2068.0]","[479, 2068.0]","[-1, 0]","[141, 141]","[-1, 0]","[139, 139]"
141,"[508, 2047]","[643, 2109]",141,"[575.5, 2109]","[575.5, 2047]","[508, 2078.0]","[643, 2078.0]","[331, 331]","[142, 142]","[127, 127]","[140, 140]"
142,"[682, 2047]","[778, 2102]",142,"[730.0, 2102]","[730.0, 2047]","[682, 2074.5]","[778, 2074.5]","[154, 154]","[143, 143]","[129, 129]","[331, 331]"
143,"[815, 2044]","[885, 2102]",143,"[850.0, 2102]","[850.0, 2044]","[815, 2073.0]","[885, 2073.0]","[332, 332]","[144, 144]","[-1, 0]","[142, 142]"
144,"[923, 2044]","[1221, 2105]",144,"[1072.0, 2105]","[1072.0, 2044]","[923, 2074.5]","[1221, 2074.5]","[333, 333]","[-1, 0]","[131, 131]","[143, 143]"
145,"[1293, 2030]","[1404, 2099]",145,"[1348.5, 2099]","[1348.5, 2030]","[1293, 2064.5]","[1404, 2064.5]","[157, 157]","[146, 146]","[132, 132]","[-1, 0]"
146,"[1436, 2030]","[1588, 2092]",146,"[1512.0, 2092]","[1512.0, 2030]","[1436, 2061.0]","[1588, 2061.0]","[-1, 0]","[147, 147]","[-1, 0]","[145, 145]"
